CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
416,800171170202300001,202300001,2023-06-26,5285,1170,4,2,1,3,3,7017,2023-06-25 23:02:00,2023-06-26 00:54:00,2023-06-26 02:07:00,17.344718,76.897643,Assault reported in Kalaburagi; registered at Kalaburagi Police Station 10. Synthetic demonstration record.
417,100051044202500002,202500002,2025-05-01,5561,1044,1,2,2,6,2,7005,2025-04-30 19:32:00,2025-04-30 21:16:00,2025-04-30 22:58:00,12.981369,77.603357,Vehicle Theft reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 04. Synthetic demonstration record.
418,100031025202500003,202500003,2025-01-02,5591,1025,1,2,4,11,3,7003,2025-01-02 20:26:00,2025-01-02 22:31:00,2025-01-02 22:36:00,15.87066,74.522953,Online Fraud reported in Belagavi; registered at Belagavi Police Station 05. Synthetic demonstration record.
419,100251249202300001,202300001,2023-07-20,5280,1249,1,2,2,7,2,7025,2023-07-20 23:33:00,2023-07-21 00:24:00,2023-07-21 01:12:00,13.925497,75.611095,House Theft reported in Shivamogga; registered at Shivamogga Police Station 09. Synthetic demonstration record.
420,100041034202400001,202400001,2024-06-28,5470,1034,1,2,4,11,3,7004,2024-06-28 09:37:00,2024-06-28 12:32:00,2024-06-28 12:46:00,13.250415,77.757678,Online Fraud reported in Bengaluru Rural; registered at Bengaluru Rural Police Station 04. Synthetic demonstration record.
421,100051045202200002,202200002,2022-07-09,5419,1045,1,2,8,20,1,7005,2022-07-07 04:54:00,2022-07-07 06:59:00,2022-07-07 08:01:00,12.947024,77.585222,Hit and Run reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 05. Synthetic demonstration record.
422,100141131202200001,202200001,2022-03-09,5048,1131,1,2,3,8,5,7014,2022-03-08 16:15:00,2022-03-08 17:47:00,2022-03-08 18:16:00,15.369372,75.686529,Domestic Violence reported in Gadag; registered at Gadag Police Station 01. Synthetic demonstration record.
423,100291282202500001,202500001,2025-11-20,5321,1282,1,1,2,4,2,7029,2025-11-20 20:29:00,2025-11-20 21:40:00,2025-11-20 22:30:00,16.883763,75.718641,Robbery reported in Vijayapura; registered at Vijayapura Police Station 02. Synthetic demonstration record.
424,400051047202600001,202600001,2026-04-30,5527,1047,3,2,2,6,2,7005,2026-04-29 20:31:00,2026-04-29 21:23:00,2026-04-29 22:23:00,13.003107,77.586375,Vehicle Theft reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 07. Synthetic demonstration record.
425,100111101202200003,202200003,2022-07-21,5589,1101,1,2,4,13,1,7011,2022-07-20 20:26:00,2022-07-20 21:22:00,2022-07-20 22:15:00,12.852672,74.884784,Cyber Stalking reported in Dakshina Kannada; registered at Dakshina Kannada Police Station 01. Synthetic demonstration record.
426,100051046202500001,202500001,2025-02-03,5031,1046,1,2,4,11,2,7005,2025-02-02 20:11:00,2025-02-02 21:46:00,2025-02-02 22:40:00,13.010546,77.652609,Online Fraud reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 06. Synthetic demonstration record.
427,100011006202300001,202300001,2023-01-16,5509,1006,1,2,4,12,2,7001,2023-01-16 10:41:00,2023-01-16 12:58:00,2023-01-16 14:28:00,16.198282,75.685732,Identity Theft reported in Bagalkot; registered at Bagalkot Police Station 06. Synthetic demonstration record.
428,100291288202400001,202400001,2024-03-11,5236,1288,1,1,2,4,2,7029,2024-03-10 20:43:00,2024-03-10 21:15:00,2024-03-10 21:35:00,16.796714,75.677053,Robbery reported in Vijayapura; registered at Vijayapura Police Station 08. Synthetic demonstration record.
429,100201199202200002,202200002,2022-02-14,5084,1199,1,2,2,6,4,7020,2022-02-12 17:37:00,2022-02-12 20:15:00,2022-02-12 22:06:00,15.296172,76.152671,Vehicle Theft reported in Koppal; registered at Koppal Police Station 09. Synthetic demonstration record.
430,100081073202500001,202500001,2025-05-14,5528,1073,1,2,2,6,1,7008,2025-05-14 18:01:00,2025-05-14 20:16:00,2025-05-14 21:28:00,13.448677,77.759893,Vehicle Theft reported in Chikkaballapur; registered at Chikkaballapur Police Station 03. Synthetic demonstration record.
431,100071062202200001,202200001,2022-02-07,5151,1062,1,2,4,13,2,7007,2022-02-06 20:07:00,2022-02-06 22:38:00,2022-02-06 23:44:00,11.91182,76.912779,Cyber Stalking reported in Chamarajanagar; registered at Chamarajanagar Police Station 02. Synthetic demonstration record.
432,100211207202500001,202500001,2025-09-18,5064,1207,1,2,1,3,1,7021,2025-09-16 09:53:00,2025-09-16 11:58:00,2025-09-16 13:41:00,12.481658,76.941493,Assault reported in Mandya; registered at Mandya Police Station 07. Synthetic demonstration record.
433,100121119202200002,202200002,2022-07-09,5172,1119,1,1,2,4,3,7012,2022-07-09 19:20:00,2022-07-09 20:30:00,2022-07-09 20:36:00,14.506088,75.954021,Robbery reported in Davanagere; registered at Davanagere Police Station 09. Synthetic demonstration record.
434,100051045202500001,202500001,2025-03-24,5419,1045,1,2,5,14,2,7005,2025-03-24 20:08:00,2025-03-24 22:54:00,2025-03-24 23:19:00,12.993006,77.630617,NDPS Possession reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 05. Synthetic demonstration record.
435,100161157202200001,202200001,2022-07-23,5462,1157,1,2,2,7,1,7016,2022-07-22 02:57:00,2022-07-22 05:19:00,2022-07-22 05:50:00,14.813586,75.416152,House Theft reported in Haveri; registered at Haveri Police Station 07. Synthetic demonstration record.
436,100041031202300002,202300002,2023-05-24,5001,1031,1,2,4,11,1,7004,2023-05-24 19:04:00,2023-05-24 19:34:00,2023-05-24 20:40:00,13.329918,77.754038,Online Fraud reported in Bengaluru Rural; registered at Bengaluru Rural Police Station 01. Synthetic demonstration record.
437,100071064202400001,202400001,2024-06-23,5380,1064,1,2,2,5,1,7007,2024-06-23 02:00:00,2024-06-23 04:47:00,2024-06-23 06:16:00,11.955711,76.917732,Burglary reported in Chamarajanagar; registered at Chamarajanagar Police Station 04. Synthetic demonstration record.
438,100311309202300001,202300001,2023-12-01,5583,1309,1,1,1,2,2,7031,2023-11-30 11:23:00,2023-11-30 12:32:00,2023-11-30 12:58:00,15.312927,76.520584,Attempt to Murder reported in Vijayanagara; registered at Vijayanagara Police Station 09. Synthetic demonstration record.
439,100011003202500001,202500001,2025-03-23,5516,1003,1,1,1,2,2,7001,2025-03-21 14:30:00,2025-03-21 17:19:00,2025-03-21 18:40:00,16.123841,75.737845,Attempt to Murder reported in Bagalkot; registered at Bagalkot Police Station 03. Synthetic demonstration record.
440,100261260202400003,202400003,2024-09-24,5237,1260,1,2,7,18,5,7026,2024-09-22 17:01:00,2024-09-22 19:24:00,2024-09-22 20:13:00,13.361462,77.061617,Cheating reported in Tumakuru; registered at Tumakuru Police Station 10. Synthetic demonstration record.
441,100051042202500002,202500002,2025-04-15,5300,1042,1,2,1,3,5,7005,2025-04-14 22:40:00,2025-04-14 23:05:00,2025-04-15 00:21:00,12.906958,77.647822,Assault reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 02. Synthetic demonstration record.
442,100061053202400003,202400003,2024-04-23,5422,1053,1,2,5,14,2,7006,2024-04-23 00:18:00,2024-04-23 01:13:00,2024-04-23 02:05:00,17.884646,77.524719,NDPS Possession reported in Bidar; registered at Bidar Police Station 03. Synthetic demonstration record.
443,100081073202400001,202400001,2024-12-25,5528,1073,1,2,3,8,1,7008,2024-12-23 13:01:00,2024-12-23 14:57:00,2024-12-23 15:48:00,13.46504,77.719492,Domestic Violence reported in Chikkaballapur; registered at Chikkaballapur Police Station 03. Synthetic demonstration record.
444,100041036202300001,202300001,2023-09-02,5408,1036,1,2,3,9,3,7004,2023-09-01 19:31:00,2023-09-01 22:25:00,2023-09-02 00:02:00,13.231906,77.748619,Sexual Harassment reported in Bengaluru Rural; registered at Bengaluru Rural Police Station 06. Synthetic demonstration record.
445,100191190202400001,202400001,2024-06-04,5260,1190,1,2,7,19,1,7019,2024-06-02 19:08:00,2024-06-02 21:43:00,2024-06-02 23:06:00,13.128931,78.101253,Forgery reported in Kolar; registered at Kolar Police Station 10. Synthetic demonstration record.
446,100211208202500002,202500002,2025-09-26,5396,1208,1,2,4,12,5,7021,2025-09-24 17:32:00,2025-09-24 18:32:00,2025-09-24 19:37:00,12.486012,76.907593,Identity Theft reported in Mandya; registered at Mandya Police Station 08. Synthetic demonstration record.
447,100281276202400001,202400001,2024-06-23,5227,1276,1,2,7,19,3,7028,2024-06-23 13:52:00,2024-06-23 16:17:00,2024-06-23 18:05:00,14.765997,74.160365,Forgery reported in Uttara Kannada; registered at Uttara Kannada Police Station 06. Synthetic demonstration record.
448,100291289202200001,202200001,2022-10-04,5304,1289,1,2,4,11,4,7029,2022-10-03 20:38:00,2022-10-03 22:36:00,2022-10-03 23:51:00,16.810259,75.724162,Online Fraud reported in Vijayapura; registered at Vijayapura Police Station 09. Synthetic demonstration record.
449,100051045202500002,202500002,2025-11-12,5419,1045,1,2,4,11,3,7005,2025-11-11 12:10:00,2025-11-11 13:56:00,2025-11-11 15:24:00,12.947624,77.644219,Online Fraud reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 05. Synthetic demonstration record.
450,100031024202200002,202200002,2022-10-21,5032,1024,1,2,2,6,3,7003,2022-10-21 18:06:00,2022-10-21 19:17:00,2022-10-21 20:47:00,15.855002,74.562907,Vehicle Theft reported in Belagavi; registered at Belagavi Police Station 04. Synthetic demonstration record.
451,100091082202300001,202300001,2023-09-01,5515,1082,1,2,5,14,5,7009,2023-09-01 00:18:00,2023-09-01 02:33:00,2023-09-01 04:14:00,13.30834,75.754589,NDPS Possession reported in Chikkamagaluru; registered at Chikkamagaluru Police Station 02. Synthetic demonstration record.
452,100151145202400001,202400001,2024-10-10,5234,1145,1,2,2,7,3,7015,2024-10-09 03:41:00,2024-10-09 05:55:00,2024-10-09 07:29:00,13.019021,76.103752,House Theft reported in Hassan; registered at Hassan Police Station 05. Synthetic demonstration record.
453,100231230202300001,202300001,2023-10-17,5499,1230,1,2,3,8,2,7023,2023-10-15 17:29:00,2023-10-15 19:03:00,2023-10-15 19:15:00,16.225465,77.348526,Domestic Violence reported in Raichur; registered at Raichur Police Station 10. Synthetic demonstration record.
454,100071063202400002,202400002,2024-02-17,5009,1063,1,2,2,6,2,7007,2024-02-16 19:45:00,2024-02-16 21:15:00,2024-02-16 22:29:00,11.929922,76.914193,Vehicle Theft reported in Chamarajanagar; registered at Chamarajanagar Police Station 03. Synthetic demonstration record.
455,100261259202200001,202200001,2022-01-21,5541,1259,1,2,8,20,2,7026,2022-01-19 18:40:00,2022-01-19 21:19:00,2022-01-19 21:39:00,13.3312,77.087525,Hit and Run reported in Tumakuru; registered at Tumakuru Police Station 09. Synthetic demonstration record.
456,100081075202600001,202600001,2026-05-03,5154,1075,1,2,4,11,2,7008,2026-05-02 19:23:00,2026-05-02 20:46:00,2026-05-02 22:05:00,13.464068,77.714998,Online Fraud reported in Chikkaballapur; registered at Chikkaballapur Police Station 05. Synthetic demonstration record.
457,100131124202400001,202400001,2024-06-01,5245,1124,1,2,4,13,3,7013,2024-05-30 10:55:00,2024-05-30 11:34:00,2024-05-30 12:06:00,15.404692,74.997854,Cyber Stalking reported in Dharwad; registered at Dharwad Police Station 04. Synthetic demonstration record.
458,100261259202500002,202500002,2025-10-04,5541,1259,1,2,8,20,3,7026,2025-10-03 02:32:00,2025-10-03 03:21:00,2025-10-03 04:52:00,13.285896,77.134696,Hit and Run reported in Tumakuru; registered at Tumakuru Police Station 09. Synthetic demonstration record.
459,100111107202400002,202400002,2024-02-19,5272,1107,1,2,5,14,1,7011,2024-02-19 06:23:00,2024-02-19 07:39:00,2024-02-19 09:04:00,12.917002,74.827641,NDPS Possession reported in Dakshina Kannada; registered at Dakshina Kannada Police Station 07. Synthetic demonstration record.
460,100281280202600001,202600001,2026-01-03,5427,1280,1,2,2,6,1,7028,2026-01-01 17:24:00,2026-01-01 18:19:00,2026-01-01 19:37:00,14.782596,74.190743,Vehicle Theft reported in Uttara Kannada; registered at Uttara Kannada Police Station 10. Synthetic demonstration record.
461,100281274202300001,202300001,2023-09-18,5487,1274,1,2,4,11,2,7028,2023-09-18 18:26:00,2023-09-18 20:42:00,2023-09-18 21:34:00,14.749559,74.143984,Online Fraud reported in Uttara Kannada; registered at Uttara Kannada Police Station 04. Synthetic demonstration record.
462,100171168202500002,202500002,2025-01-13,5133,1168,1,2,4,13,1,7017,2025-01-13 13:56:00,2025-01-13 16:00:00,2025-01-13 16:12:00,17.306281,76.85012,Cyber Stalking reported in Kalaburagi; registered at Kalaburagi Police Station 08. Synthetic demonstration record.
463,100141135202300001,202300001,2023-09-11,5230,1135,1,2,2,5,5,7014,2023-09-09 22:24:00,2023-09-09 23:52:00,2023-09-10 01:39:00,15.457397,75.677891,Burglary reported in Gadag; registered at Gadag Police Station 05. Synthetic demonstration record.
464,300111104202500001,202500001,2025-02-06,5488,1104,2,1,5,15,2,7011,2025-02-05 07:20:00,2025-02-05 08:50:00,2025-02-05 10:49:00,12.912831,74.911827,Drug Trafficking reported in Dakshina Kannada; registered at Dakshina Kannada Police Station 04. Synthetic demonstration record.
465,100111108202200002,202200002,2022-08-30,5555,1108,1,2,1,3,1,7011,2022-08-28 04:08:00,2022-08-28 05:31:00,2022-08-28 06:44:00,12.89723,74.88811,Assault reported in Dakshina Kannada; registered at Dakshina Kannada Police Station 08. Synthetic demonstration record.
466,100031030202200002,202200002,2022-02-17,5459,1030,1,1,5,15,4,7003,2022-02-16 18:59:00,2022-02-16 21:01:00,2022-02-16 22:29:00,15.847652,74.445108,Drug Trafficking reported in Belagavi; registered at Belagavi Police Station 10. Synthetic demonstration record.
467,100311306202400001,202400001,2024-04-06,5594,1306,1,2,6,16,1,7031,2024-04-06 02:40:00,2024-04-06 03:15:00,2024-04-06 04:11:00,15.375475,76.499119,Rioting reported in Vijayanagara; registered at Vijayanagara Police Station 06. Synthetic demonstration record.
468,100191185202500001,202500001,2025-07-10,5378,1185,1,1,3,10,1,7019,2025-07-08 11:42:00,2025-07-08 13:35:00,2025-07-08 15:01:00,13.073541,78.140483,Kidnapping reported in Kolar; registered at Kolar Police Station 05. Synthetic demonstration record.
469,100281279202400001,202400001,2024-04-22,5557,1279,1,2,4,11,1,7028,2024-04-21 12:10:00,2024-04-21 12:37:00,2024-04-21 14:09:00,14.847741,74.122489,Online Fraud reported in Uttara Kannada; registered at Uttara Kannada Police Station 09. Synthetic demonstration record.
470,400041034202200001,202200001,2022-04-09,5140,1034,3,2,2,6,2,7004,2022-04-08 18:44:00,2022-04-08 20:47:00,2022-04-08 21:12:00,13.283779,77.772805,Vehicle Theft reported in Bengaluru Rural; registered at Bengaluru Rural Police Station 04. Synthetic demonstration record.
471,300051047202500001,202500001,2025-06-01,5527,1047,2,2,5,14,5,7005,2025-05-31 15:39:00,2025-05-31 15:51:00,2025-05-31 17:20:00,12.992534,77.60294,NDPS Possession reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 07. Synthetic demonstration record.
472,100151148202500001,202500001,2025-01-02,5566,1148,1,1,2,4,2,7015,2025-01-01 21:57:00,2025-01-01 22:11:00,2025-01-01 22:21:00,12.962594,76.154299,Robbery reported in Hassan; registered at Hassan Police Station 08. Synthetic demonstration record.
473,100131123202600001,202600001,2026-03-02,5087,1123,1,2,8,20,3,7013,2026-03-02 18:00:00,2026-03-02 18:48:00,2026-03-02 19:34:00,15.478924,75.037831,Hit and Run reported in Dharwad; registered at Dharwad Police Station 03. Synthetic demonstration record.
474,100211207202400002,202400002,2024-01-06,5064,1207,1,2,2,6,1,7021,2024-01-05 19:01:00,2024-01-05 21:28:00,2024-01-05 21:39:00,12.561065,76.96921,Vehicle Theft reported in Mandya; registered at Mandya Police Station 07. Synthetic demonstration record.
475,100211205202300001,202300001,2023-02-02,5237,1205,1,2,8,20,3,7021,2023-01-31 02:49:00,2023-01-31 03:29:00,2023-01-31 04:20:00,12.458023,76.934516,Hit and Run reported in Mandya; registered at Mandya Police Station 05. Synthetic demonstration record.
476,100191186202300001,202300001,2023-07-03,5215,1186,1,2,6,16,3,7019,2023-07-01 05:40:00,2023-07-01 08:30:00,2023-07-01 09:59:00,13.12542,78.13722,Rioting reported in Kolar; registered at Kolar Police Station 06. Synthetic demonstration record.
477,800131124202600001,202600001,2026-06-28,5245,1124,4,2,2,7,3,7013,2026-06-27 01:18:00,2026-06-27 02:45:00,2026-06-27 03:11:00,15.475967,75.02639,House Theft reported in Dharwad; registered at Dharwad Police Station 04. Synthetic demonstration record.
478,100161160202500001,202500001,2025-02-12,5501,1160,1,2,1,3,1,7016,2025-02-11 00:05:00,2025-02-11 02:47:00,2025-02-11 04:27:00,14.742686,75.404437,Assault reported in Haveri; registered at Haveri Police Station 10. Synthetic demonstration record.
479,100111110202600001,202600001,2026-03-03,5399,1110,1,1,2,4,3,7011,2026-03-03 19:09:00,2026-03-03 20:14:00,2026-03-03 21:54:00,12.881086,74.871742,Robbery reported in Dakshina Kannada; registered at Dakshina Kannada Police Station 10. Synthetic demonstration record.
480,800171170202200001,202200001,2022-10-20,5285,1170,4,2,2,6,2,7017,2022-10-20 19:48:00,2022-10-20 21:36:00,2022-10-20 23:02:00,17.322535,76.857251,Vehicle Theft reported in Kalaburagi; registered at Kalaburagi Police Station 10. Synthetic demonstration record.
481,100221220202400001,202400001,2024-01-12,5194,1220,1,2,6,17,2,7022,2024-01-10 06:39:00,2024-01-10 08:53:00,2024-01-10 10:18:00,12.296044,76.668197,Unlawful Assembly reported in Mysuru; registered at Mysuru Police Station 10. Synthetic demonstration record.
482,100051044202500003,202500003,2025-11-16,5052,1044,1,2,4,12,1,7005,2025-11-15 16:59:00,2025-11-15 19:58:00,2025-11-15 20:46:00,12.95635,77.620987,Identity Theft reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 04. Synthetic demonstration record.
483,100191184202500001,202500001,2025-09-09,5479,1184,1,2,8,20,5,7019,2025-09-09 01:07:00,2025-09-09 03:42:00,2025-09-09 04:31:00,13.132135,78.105987,Hit and Run reported in Kolar; registered at Kolar Police Station 04. Synthetic demonstration record.
484,100181173202300001,202300001,2023-01-15,5219,1173,1,2,4,11,2,7018,2023-01-13 20:19:00,2023-01-13 22:01:00,2023-01-14 00:00:00,12.330964,75.825897,Online Fraud reported in Kodagu; registered at Kodagu Police Station 03. Synthetic demonstration record.
485,800201196202400001,202400001,2024-03-30,5247,1196,4,2,2,6,3,7020,2024-03-28 17:36:00,2024-03-28 18:08:00,2024-03-28 19:59:00,15.410829,76.127004,Vehicle Theft reported in Koppal; registered at Koppal Police Station 06. Synthetic demonstration record.
486,100121117202500001,202500001,2025-02-01,5480,1117,1,2,7,18,1,7012,2025-01-30 19:05:00,2025-01-30 20:26:00,2025-01-30 20:47:00,14.480057,75.934607,Cheating reported in Davanagere; registered at Davanagere Police Station 07. Synthetic demonstration record.
487,100101096202600001,202600001,2026-03-29,5409,1096,1,2,4,11,4,7010,2026-03-27 19:38:00,2026-03-27 21:06:00,2026-03-27 21:22:00,14.225599,76.407171,Online Fraud reported in Chitradurga; registered at Chitradurga Police Station 06. Synthetic demonstration record.
488,100121119202500001,202500001,2025-04-30,5198,1119,1,1,1,2,2,7012,2025-04-28 23:28:00,2025-04-29 02:26:00,2025-04-29 03:29:00,14.499285,75.952798,Attempt to Murder reported in Davanagere; registered at Davanagere Police Station 09. Synthetic demonstration record.
489,300111103202400001,202400001,2024-09-13,5538,1103,2,2,3,8,1,7011,2024-09-11 00:40:00,2024-09-11 01:21:00,2024-09-11 01:46:00,12.875226,74.849648,Domestic Violence reported in Dakshina Kannada; registered at Dakshina Kannada Police Station 03. Synthetic demonstration record.
490,100281277202300001,202300001,2023-11-09,5303,1277,1,1,2,4,1,7028,2023-11-08 21:44:00,2023-11-09 00:23:00,2023-11-09 00:50:00,14.868718,74.140674,Robbery reported in Uttara Kannada; registered at Uttara Kannada Police Station 07. Synthetic demonstration record.
491,100211202202400001,202400001,2024-11-21,5421,1202,1,2,6,16,5,7021,2024-11-20 10:14:00,2024-11-20 12:51:00,2024-11-20 14:01:00,12.486605,76.905983,Rioting reported in Mandya; registered at Mandya Police Station 02. Synthetic demonstration record.
492,100051048202200001,202200001,2022-02-06,5306,1048,1,2,4,11,3,7005,2022-02-05 17:10:00,2022-02-05 19:44:00,2022-02-05 20:08:00,12.998345,77.591474,Online Fraud reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 08. Synthetic demonstration record.
493,100301294202500001,202500001,2025-11-06,5120,1294,1,2,1,3,5,7030,2025-11-05 11:57:00,2025-11-05 12:45:00,2025-11-05 13:30:00,16.76842,77.115971,Assault reported in Yadgir; registered at Yadgir Police Station 04. Synthetic demonstration record.
494,100251241202600001,202600001,2026-07-14,5132,1241,1,2,2,5,2,7025,2026-07-13 03:05:00,2026-07-13 04:27:00,2026-07-13 04:56:00,13.947478,75.573239,Burglary reported in Shivamogga; registered at Shivamogga Police Station 01. Synthetic demonstration record.
495,100041034202200002,202200002,2022-08-30,5260,1034,1,2,8,20,1,7004,2022-08-28 07:02:00,2022-08-28 08:45:00,2022-08-28 10:12:00,13.285415,77.718279,Hit and Run reported in Bengaluru Rural; registered at Bengaluru Rural Police Station 04. Synthetic demonstration record.
496,400311308202200001,202200001,2022-04-06,5028,1308,3,2,2,7,1,7031,2022-04-04 02:00:00,2022-04-04 02:28:00,2022-04-04 04:03:00,15.310512,76.430352,House Theft reported in Vijayanagara; registered at Vijayanagara Police Station 08. Synthetic demonstration record.
497,100281280202200001,202200001,2022-09-21,5309,1280,1,2,4,12,1,7028,2022-09-21 13:50:00,2022-09-21 15:26:00,2022-09-21 16:32:00,14.851646,74.140943,Identity Theft reported in Uttara Kannada; registered at Uttara Kannada Police Station 10. Synthetic demonstration record.
498,100171163202400001,202400001,2024-12-15,5191,1163,1,2,2,7,3,7017,2024-12-14 01:24:00,2024-12-14 04:23:00,2024-12-14 05:14:00,17.280834,76.873503,House Theft reported in Kalaburagi; registered at Kalaburagi Police Station 03. Synthetic demonstration record.
499,100121111202600001,202600001,2026-03-28,5082,1111,1,2,4,13,3,7012,2026-03-26 17:09:00,2026-03-26 17:49:00,2026-03-26 18:36:00,14.408373,75.92618,Cyber Stalking reported in Davanagere; registered at Davanagere Police Station 01. Synthetic demonstration record.
500,100211208202200001,202200001,2022-07-24,5176,1208,1,2,3,8,2,7021,2022-07-22 18:41:00,2022-07-22 19:56:00,2022-07-22 21:42:00,12.490424,76.945902,Domestic Violence reported in Mandya; registered at Mandya Police Station 08. Synthetic demonstration record.
501,100291290202400002,202400002,2024-08-10,5286,1290,1,2,3,9,1,7029,2024-08-08 21:55:00,2024-08-08 22:53:00,2024-08-08 23:09:00,16.799851,75.715494,Sexual Harassment reported in Vijayapura; registered at Vijayapura Police Station 10. Synthetic demonstration record.
502,100041035202300001,202300001,2023-12-06,5525,1035,1,2,1,3,1,7004,2023-12-05 07:08:00,2023-12-05 09:49:00,2023-12-05 11:16:00,13.226217,77.704084,Assault reported in Bengaluru Rural; registered at Bengaluru Rural Police Station 05. Synthetic demonstration record.
503,100051045202400001,202400001,2024-05-15,5419,1045,1,2,6,16,3,7005,2024-05-14 03:41:00,2024-05-14 05:23:00,2024-05-14 06:58:00,13.017727,77.587298,Rioting reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 05. Synthetic demonstration record.
504,100101098202500002,202500002,2025-02-20,5356,1098,1,1,1,2,1,7010,2025-02-19 20:27:00,2025-02-19 22:01:00,2025-02-19 23:35:00,14.223588,76.363461,Attempt to Murder reported in Chitradurga; registered at Chitradurga Police Station 08. Synthetic demonstration record.
505,100291283202600001,202600001,2026-06-30,5534,1283,1,1,3,10,1,7029,2026-06-29 03:35:00,2026-06-29 04:44:00,2026-06-29 06:26:00,16.857253,75.719635,Kidnapping reported in Vijayapura; registered at Vijayapura Police Station 03. Synthetic demonstration record.
506,100241234202400002,202400002,2024-09-10,5328,1234,1,1,3,10,1,7024,2024-09-10 14:06:00,2024-09-10 16:02:00,2024-09-10 17:35:00,12.696647,77.274762,Kidnapping reported in Ramanagara; registered at Ramanagara Police Station 04. Synthetic demonstration record.
507,100171163202500001,202500001,2025-07-01,5473,1163,1,2,7,18,2,7017,2025-07-01 16:03:00,2025-07-01 16:28:00,2025-07-01 17:46:00,17.342675,76.832163,Cheating reported in Kalaburagi; registered at Kalaburagi Police Station 03. Synthetic demonstration record.
508,100031030202400001,202400001,2024-08-19,5459,1030,1,2,2,5,3,7003,2024-08-19 01:19:00,2024-08-19 03:15:00,2024-08-19 03:22:00,15.819689,74.524272,Burglary reported in Belagavi; registered at Belagavi Police Station 10. Synthetic demonstration record.
509,100201191202300001,202300001,2023-04-12,5420,1191,1,1,5,15,3,7020,2023-04-11 15:56:00,2023-04-11 16:40:00,2023-04-11 18:03:00,15.32507,76.160962,Drug Trafficking reported in Koppal; registered at Koppal Police Station 01. Synthetic demonstration record.
510,100171170202600001,202600001,2026-04-29,5285,1170,1,2,7,18,3,7017,2026-04-29 15:35:00,2026-04-29 16:14:00,2026-04-29 16:44:00,17.336203,76.839975,Cheating reported in Kalaburagi; registered at Kalaburagi Police Station 10. Synthetic demonstration record.
511,300161160202300001,202300001,2023-04-29,5501,1160,2,1,2,4,4,7016,2023-04-28 18:13:00,2023-04-28 19:18:00,2023-04-28 20:43:00,14.799879,75.453749,Robbery reported in Haveri; registered at Haveri Police Station 10. Synthetic demonstration record.
512,100141137202400001,202400001,2024-08-04,5445,1137,1,2,3,8,1,7014,2024-08-03 08:06:00,2024-08-03 09:25:00,2024-08-03 10:39:00,15.414983,75.657059,Domestic Violence reported in Gadag; registered at Gadag Police Station 07. Synthetic demonstration record.
513,100101092202600001,202600001,2026-02-12,5180,1092,1,2,2,5,3,7010,2026-02-12 22:52:00,2026-02-13 01:34:00,2026-02-13 02:08:00,14.189523,76.41556,Burglary reported in Chitradurga; registered at Chitradurga Police Station 02. Synthetic demonstration record.
514,100011005202400001,202400001,2024-08-10,5507,1005,1,1,2,4,3,7001,2024-08-08 17:36:00,2024-08-08 18:26:00,2024-08-08 20:08:00,16.151354,75.730998,Robbery reported in Bagalkot; registered at Bagalkot Police Station 05. Synthetic demonstration record.
515,100051049202400005,202400005,2024-06-14,5582,1049,1,2,4,12,5,7005,2024-06-14 20:46:00,2024-06-14 21:14:00,2024-06-14 22:35:00,12.95196,77.643761,Identity Theft reported in Bengaluru Urban; registered at Bengaluru Urban Police Station 09. Synthetic demonstration record.
516,100301299202300001,202300001,2023-09-24,5089,1299,1,2,2,6,1,7030,2023-09-23 19:17:00,2023-09-23 21:25:00,2023-09-23 23:20:00,16.772565,77.099203,Vehicle Theft reported in Yadgir; registered at Yadgir Police Station 09. Synthetic demonstration record.
517,100181174202300001,202300001,2023-12-11,5209,1174,1,2,4,11,5,7018,2023-12-10 10:03:00,2023-12-10 10:40:00,2023-12-10 10:57:00,12.36754,75.763955,Online Fraud reported in Kodagu; registered at Kodagu Police Station 04. Synthetic demonstration record.
518,100011010202400001,202400001,2024-11-06,5588,1010,1,2,6,17,2,7001,2024-11-05 04:40:00,2024-11-05 06:36:00,2024-11-05 08:21:00,16.204789,75.680386,Unlawful Assembly reported in Bagalkot; registered at Bagalkot Police Station 10. Synthetic demonstration record.
519,100211204202500001,202500001,2025-01-25,5201,1204,1,2,4,11,5,7021,2025-01-23 18:51:00,2025-01-23 20:49:00,2025-01-23 22:39:00,12.509876,76.92363,Online Fraud reported in Mandya; registered at Mandya Police Station 04. Synthetic demonstration record.
