CaseMasterID,MOID,ConfidenceScore
1662,6,0.76
1663,9,0.91
1664,9,0.82
1665,9,0.81
1666,9,0.75
1667,6,0.84
1668,10,0.94
1669,9,0.93
1670,10,0.92
1671,2,0.8
1672,7,0.93
1673,4,0.96
1674,6,0.91
1675,4,0.76
1676,4,0.88
1677,9,0.81
1678,6,0.74
1679,9,0.8
1680,1,0.77
1681,2,0.81
1682,3,0.94
1683,3,0.92
1684,1,0.93
1685,4,0.72
1686,9,0.79
1687,4,0.74
1688,7,0.77
1689,9,0.84
1690,4,0.77
1691,4,0.85
1692,3,0.8
1693,7,0.91
1694,6,0.77
1695,6,0.74
1696,10,0.89
1697,5,0.82
1698,3,0.79
1699,1,0.9
1700,3,0.97
1701,4,0.72
1702,7,0.81
1703,4,0.72
1704,9,0.95
1705,6,0.72
1706,7,0.78
1707,4,0.9
1708,1,0.94
1709,6,0.79
1710,6,0.78
1711,4,0.83
1712,3,0.85
1713,8,0.94
1714,9,0.84
1715,5,0.81
1716,10,0.82
1717,10,0.85
1718,8,0.84
1719,5,0.97
1720,3,0.89
1721,9,0.89
1722,9,0.8
1723,9,0.93
1724,9,0.84
1725,6,0.8
1726,9,0.85
1727,9,0.93
1728,7,0.95
1729,5,0.97
1730,5,0.95
1731,4,0.79
1732,10,0.82
1733,4,0.83
1734,9,0.83
1735,10,0.92
1736,7,0.85
1737,4,0.8
1738,6,0.75
1739,10,0.74
1740,8,0.83
1741,7,0.74
1742,8,0.72
1743,8,0.79
1744,1,0.77
1745,6,0.82
1746,6,0.97
1747,9,0.94
1748,4,0.96
1749,10,0.78
1750,3,0.94
1751,7,0.84
1752,4,0.81
1753,1,0.92
1754,6,0.88
1755,4,0.85
1756,4,0.96
1757,8,0.76
1758,4,0.9
1759,4,0.94
1760,6,0.75
1761,8,0.93
1762,10,0.87
1763,10,0.95
1764,10,0.83
1765,6,0.9
1766,6,0.78
1767,6,0.79
1768,6,0.76
1769,3,0.84
1770,6,0.84
1771,4,0.89
1772,4,0.76
1773,6,0.74
1774,3,0.73
1775,5,0.87
1776,7,0.9
1777,3,0.87
1778,5,0.81
1779,4,0.9
1780,6,0.84
1781,4,0.97
1782,6,0.74
1783,9,0.86
1784,6,0.92
1785,6,0.74
1786,6,0.89
1787,7,0.83
1788,7,0.95
1789,3,0.84
1790,8,0.73
1791,5,0.74
1792,4,0.74
1793,6,0.81
1794,6,0.79
1795,9,0.93
1796,6,0.92
1797,8,0.81
1798,1,0.75
1799,9,0.95
1800,3,0.83
1801,3,0.72
1802,7,0.95
1803,9,0.96
1804,3,0.79
1805,5,0.84
1806,10,0.97
1807,8,0.93
1808,7,0.81
1809,1,0.81
1810,4,0.78
1811,1,0.77
1812,9,0.79
1813,9,0.86
1814,6,0.76
1815,9,0.88
1816,6,0.93
1817,4,0.88
1818,5,0.93
1819,9,0.96
1820,6,0.82
1821,9,0.83
1822,4,0.83
1823,3,0.92
1824,2,0.82
1825,6,0.76
1826,8,0.87
1827,8,0.77
1828,10,0.92
1829,3,0.83
1830,6,0.79
1831,3,0.81
1832,3,0.85
1833,9,0.85
1834,9,0.89
1835,4,0.78
1836,9,0.79
1837,1,0.74
1838,5,0.82
1839,3,0.82
1840,9,0.93
1841,9,0.84
1842,6,0.79
1843,9,0.81
1844,6,0.86
1845,5,0.88
1846,6,0.92
1847,9,0.93
1848,4,0.74
1849,10,0.73
1850,7,0.93
1851,6,0.94
1852,7,0.78
1853,4,0.73
1854,6,0.95
1855,10,0.91
1856,1,0.77
1857,9,0.96
1858,6,0.89
1859,6,0.84
1860,6,0.97
1861,3,0.76
1862,6,0.76
1863,9,0.94
1864,9,0.79
1865,7,0.82
1866,1,0.79
1867,3,0.76
1868,7,0.84
1869,4,0.78
1870,6,0.86
1871,6,0.75
1872,6,0.85
1873,4,0.93
1874,3,0.84
1875,2,0.73
1876,9,0.86
1877,6,0.82
1878,2,0.75
1879,6,0.78
1880,6,0.73
1881,7,0.95
1882,9,0.73
1883,8,0.75
1884,3,0.74
1885,1,0.83
1886,3,0.87
1887,10,0.92
1888,5,0.76
1889,3,0.9
1890,3,0.96
1891,8,0.9
1892,2,0.84
1893,8,0.94
1894,4,0.81
1895,4,0.73
1896,9,0.87
1897,6,0.83
1898,6,0.86
1899,7,0.94
1900,6,0.82
1901,4,0.86
1902,3,0.81
1903,6,0.9
1904,8,0.85
1905,3,0.86
1906,3,0.83
1907,6,0.87
1908,6,0.73
1909,6,0.8
1910,7,0.84
1911,8,0.94
1912,4,0.78
1913,8,0.78
1914,1,0.87
1915,6,0.74
1916,6,0.89
1917,5,0.89
1918,8,0.93
1919,5,0.73
1920,6,0.8
1921,3,0.78
1922,8,0.82
1923,4,0.94
1924,8,0.93
1925,4,0.77
1926,5,0.73
1927,8,0.92
1928,8,0.95
1929,9,0.95
1930,6,0.87
1931,4,0.84
1932,4,0.82
1933,3,0.76
1934,2,0.8
1935,5,0.79
1936,3,0.92
1937,3,0.74
1938,1,0.93
1939,6,0.92
1940,6,0.77
1941,5,0.88
1942,9,0.8
1943,3,0.95
1944,9,0.74
1945,3,0.95
1946,6,0.97
1947,10,0.76
1948,9,0.76
1949,3,0.73
1950,5,0.8
1951,6,0.94
1952,10,0.87
1953,9,0.82
1954,6,0.84
1955,4,0.81
1956,1,0.76
1957,6,0.84
1958,6,0.92
1959,3,0.78
1960,8,0.93
1961,9,0.74
1962,4,0.86
1963,8,0.87
1964,9,0.88
1965,7,0.78
1966,3,0.74
1967,4,0.82
1968,3,0.79
1969,1,0.9
1970,10,0.84
1971,4,0.88
1972,4,0.87
1973,6,0.83
1974,6,0.8
1975,3,0.91
1976,6,0.84
1977,4,0.88
1978,9,0.96
1979,6,0.95
1980,3,0.9
1981,3,0.97
1982,9,0.83
1983,8,0.86
1984,6,0.82
1985,9,0.86
1986,3,0.75
1987,9,0.74
1988,1,0.89
1989,9,0.97
1990,8,0.81
1991,6,0.93
1992,5,0.92
1993,9,0.81
1994,6,0.81
1995,9,0.91
1996,3,0.88
1997,6,0.87
1998,4,0.82
1999,6,0.82
2000,6,0.83
2001,3,0.95
2002,9,0.96
2003,3,0.86
2004,5,0.89
2005,6,0.93
2006,7,0.84
2007,6,0.78
2008,4,0.85
2009,1,0.87
2010,10,0.86
2011,4,0.89
2012,9,0.74
2013,6,0.9
2014,4,0.87
2015,7,0.77
2016,6,0.72
2017,1,0.96
2018,4,0.77
2019,10,0.77
2020,7,0.87
2021,4,0.73
2022,9,0.95
2023,6,0.83
2024,8,0.96
2025,9,0.9
2026,1,0.96
2027,10,0.96
2028,4,0.79
2029,9,0.82
2030,8,0.94
2031,6,0.81
2032,9,0.96
2033,6,0.9
2034,3,0.73
2035,6,0.75
2036,5,0.94
2037,9,0.94
2038,9,0.95
2039,6,0.78
2040,2,0.76
2041,6,0.79
2042,9,0.77
2043,2,0.79
2044,5,0.72
2045,10,0.74
2046,6,0.73
2047,3,0.83
2048,8,0.93
2049,9,0.9
2050,9,0.97
2051,4,0.89
2052,10,0.84
2053,7,0.9
2054,6,0.83
2055,4,0.77
2056,2,0.77
2057,3,0.81
2058,1,0.9
2059,6,0.77
2060,4,0.96
2061,9,0.86
2062,9,0.75
2063,2,0.74
2064,10,0.86
2065,6,0.83
2066,8,0.74
2067,3,0.89
2068,9,0.8
2069,7,0.92
2070,10,0.95
2071,8,0.96
2072,4,0.79
2073,4,0.72
2074,5,0.84
2075,6,0.95
2076,6,0.85
2077,10,0.73
2078,7,0.74
2079,7,0.88
2080,7,0.8
2081,7,0.89
2082,6,0.94
2083,10,0.8
2084,7,0.9
2085,6,0.77
2086,4,0.91
2087,1,0.79
2088,9,0.76
2089,7,0.84
2090,6,0.73
2091,9,0.82
2092,6,0.89
2093,9,0.82
2094,1,0.72
2095,9,0.87
2096,8,0.77
2097,6,0.82
2098,7,0.75
2099,8,0.8
2100,9,0.84
2101,7,0.79
2102,3,0.87
2103,10,0.95
2104,1,0.96
2105,8,0.89
2106,1,0.77
2107,8,0.83
2108,6,0.72
2109,3,0.79
2110,8,0.73
2111,5,0.8
2112,4,0.95
2113,2,0.93
2114,8,0.94
2115,3,0.78
2116,9,0.91
2117,4,0.9
2118,6,0.91
2119,9,0.76
2120,3,0.86
2121,9,0.96
2122,4,0.73
2123,6,0.84
2124,1,0.89
2125,7,0.92
2126,4,0.9
2127,2,0.93
2128,4,0.93
2129,4,0.87
2130,4,0.92
2131,7,0.86
2132,6,0.8
2133,3,0.82
2134,3,0.91
2135,1,0.97
2136,8,0.76
2137,3,0.93
2138,9,0.72
2139,10,0.9
2140,6,0.91
2141,1,0.76
2142,4,0.84
2143,6,0.76
2144,3,0.94
2145,4,0.95
2146,6,0.92
2147,9,0.94
2148,1,0.95
2149,9,0.89
2150,8,0.86
2151,2,0.89
2152,2,0.85
2153,4,0.73
2154,7,0.82
2155,10,0.85
2156,10,0.78
2157,1,0.97
2158,4,0.8
2159,3,0.92
2160,9,0.88
2161,1,0.78
2162,6,0.89
2163,5,0.84
2164,3,0.83
2165,3,0.84
2166,2,0.82
2167,3,0.73
2168,9,0.74
2169,1,0.82
2170,1,0.84
2171,6,0.83
2172,6,0.83
2173,6,0.83
2174,9,0.78
2175,3,0.82
2176,8,0.96
2177,6,0.8
2178,8,0.82
2179,2,0.76
2180,3,0.73
2181,2,0.74
2182,4,0.9
2183,1,0.88
2184,4,0.79
2185,9,0.75
2186,6,0.95
2187,3,0.88
2188,3,0.97
2189,5,0.86
2190,7,0.76
2191,4,0.96
2192,4,0.82
2193,4,0.83
2194,4,0.82
2195,3,0.82
2196,10,0.73
2197,7,0.94
2198,9,0.89
2199,8,0.96
2200,4,0.85
2201,6,0.88
2202,9,0.88
2203,9,0.81
2204,6,0.91
2205,4,0.76
2206,6,0.92
2207,4,0.74
2208,9,0.86
2209,6,0.76
2210,6,0.8
2211,7,0.92
2212,3,0.88
2213,6,0.74
2214,9,0.83
2215,5,0.94
2216,10,0.95
2217,4,0.81
2218,6,0.87
2219,4,0.75
2220,4,0.72
2221,6,0.77
2222,9,0.84
2223,9,0.87
2224,9,0.89
2225,8,0.84
2226,5,0.96
2227,1,0.77
2228,6,0.94
2229,6,0.87
2230,1,0.76
2231,8,0.85
2232,6,0.76
2233,3,0.85
2234,9,0.87
2235,9,0.9
2236,6,0.93
2237,4,0.83
2238,6,0.76
2239,9,0.8
2240,8,0.9
2241,3,0.81
2242,9,0.89
2243,4,0.91
2244,5,0.91
2245,4,0.82
2246,4,0.83
2247,3,0.82
2248,9,0.93
2249,8,0.97
2250,4,0.74
2251,6,0.79
2252,9,0.91
2253,6,0.84
2254,7,0.73
2255,3,0.79
2256,8,0.87
2257,6,0.94
2258,7,0.94
2259,1,0.77
2260,9,0.72
2261,1,0.86
2262,9,0.82
2263,10,0.73
2264,8,0.84
2265,8,0.86
2266,3,0.82
2267,4,0.85
2268,6,0.74
2269,6,0.8
2270,4,0.77
2271,9,0.93
2272,3,0.93
2273,3,0.86
2274,9,0.74
2275,6,0.92
2276,10,0.91
2277,4,0.94
2278,6,0.95
2279,8,0.8
2280,5,0.83
2281,5,0.86
2282,8,0.82
2283,6,0.93
2284,6,0.77
2285,1,0.97
2286,9,0.76
2287,3,0.91
2288,3,0.78
2289,7,0.78
2290,5,0.88
2291,4,0.8
2292,9,0.74
2293,2,0.73
2294,9,0.97
2295,3,0.93
2296,5,0.82
2297,4,0.95
2298,9,0.95
2299,5,0.94
2300,3,0.82
2301,4,0.84
2302,9,0.77
2303,7,0.87
2304,10,0.82
2305,9,0.78
2306,6,0.95
2307,7,0.86
2308,7,0.77
2309,6,0.79
2310,3,0.93
2311,7,0.73
2312,8,0.74
2313,3,0.77
2314,10,0.74
2315,6,0.84
2316,1,0.91
2317,9,0.74
2318,3,0.89
2319,6,0.76
2320,4,0.75
2321,10,0.84
2322,1,0.86
2323,6,0.76
2324,6,0.79
2325,6,0.8
2326,6,0.75
2327,4,0.77
2328,4,0.88
2329,3,0.79
2330,9,0.8
2331,1,0.91
2332,8,0.91
2333,3,0.81
2334,8,0.91
2335,1,0.75
2336,2,0.73
2337,6,0.85
2338,4,0.94
2339,9,0.94
2340,1,0.87
2341,9,0.74
2342,9,0.82
2343,6,0.8
2344,9,0.78
2345,6,0.81
2346,9,0.92
2347,7,0.85
2348,4,0.82
2349,3,0.77
2350,9,0.87
2351,1,0.94
2352,8,0.8
2353,6,0.83
2354,6,0.91
2355,5,0.95
2356,4,0.91
2357,9,0.88
2358,4,0.77
2359,8,0.85
2360,2,0.92
2361,10,0.73
2362,9,0.96
2363,3,0.95
2364,4,0.9
2365,8,0.87
2366,4,0.81
2367,7,0.79
2368,7,0.89
2369,9,0.75
2370,6,0.75
2371,6,0.96
2372,6,0.94
2373,6,0.83
2374,9,0.96
2375,9,0.73
2376,9,0.93
2377,5,0.9
2378,9,0.84
2379,6,0.79
2380,9,0.81
2381,8,0.82
2382,1,0.95
2383,9,0.9
2384,8,0.92
2385,7,0.74
2386,1,0.91
2387,10,0.88
2388,10,0.95
2389,7,0.74
2390,6,0.74
2391,1,0.89
2392,4,0.96
2393,7,0.84
2394,7,0.85
2395,4,0.88
2396,9,0.88
2397,9,0.93
2398,4,0.76
2399,2,0.81
2400,6,0.96
2401,4,0.85
2402,10,0.78
2403,1,0.94
2404,1,0.76
2405,4,0.95
2406,9,0.94
2407,6,0.94
2408,4,0.87
2409,10,0.94
2410,6,0.86
2411,9,0.93
2412,6,0.86
2413,4,0.92
2414,9,0.95
2415,4,0.93
2416,8,0.89
2417,7,0.75
2418,4,0.73
2419,9,0.74
2420,6,0.91
2421,5,0.8
2422,3,0.9
2423,5,0.76
2424,8,0.73
2425,3,0.83
2426,9,0.91
2427,5,0.78
2428,4,0.74
2429,10,0.93
2430,9,0.94
2431,7,0.76
2432,9,0.89
2433,4,0.92
2434,4,0.73
2435,4,0.81
2436,6,0.96
2437,9,0.85
2438,9,0.83
2439,1,0.97
2440,9,0.97
2441,3,0.81
2442,6,0.9
2443,3,0.73
2444,1,0.84
2445,2,0.72
2446,9,0.73
2447,4,0.77
2448,9,0.87
2449,1,0.93
2450,9,0.72
2451,4,0.96
2452,2,0.81
2453,6,0.77
2454,10,0.88
2455,4,0.73
2456,6,0.9
2457,3,0.94
2458,10,0.92
2459,3,0.75
2460,7,0.74
2461,10,0.93
2462,4,0.96
2463,6,0.74
2464,9,0.96
2465,10,0.93
2466,4,0.83
2467,9,0.84
2468,8,0.92
2469,4,0.94
2470,5,0.82
2471,6,0.94
2472,2,0.84
2473,4,0.84
2474,10,0.76
2475,3,0.95
2476,9,0.95
2477,1,0.92
2478,3,0.85
2479,9,0.92
2480,10,0.77
2481,7,0.95
2482,8,0.85
2483,9,0.95
2484,3,0.79
2485,2,0.83
2486,6,0.76
2487,6,0.9
2488,6,0.81
2489,6,0.88
2490,3,0.76
2491,3,0.8
2492,9,0.8
2493,6,0.96
2494,6,0.75
2495,6,0.8
2496,3,0.82
2497,9,0.74
2498,10,0.88
2499,2,0.96
2500,1,0.78
