CSID,CaseMasterID,csdate,cstype,PolicePersonID
631,1133,2026-05-25 03:01:00,A,5476
632,1134,2024-05-01 08:13:00,A,5267
633,1136,2026-07-18 04:31:00,A,5411
634,1137,2024-08-07 17:26:00,A,5263
635,1138,2025-11-07 16:45:00,A,5096
636,1139,2025-01-27 20:41:00,A,5542
637,1141,2022-11-15 20:14:00,A,5303
638,1149,2024-05-02 07:43:00,A,5577
639,1150,2022-05-27 03:18:00,A,5131
640,1152,2023-04-21 20:56:00,A,5055
641,1154,2025-10-28 06:19:00,A,5094
642,1156,2023-07-08 13:54:00,A,5188
643,1157,2025-01-03 01:44:00,A,5087
644,1158,2026-09-21 07:17:00,A,5219
645,1159,2023-12-08 12:45:00,A,5342
646,1160,2022-12-09 21:55:00,A,5525
647,1162,2024-12-26 07:06:00,A,5362
648,1163,2025-09-21 17:09:00,A,5255
649,1165,2024-03-02 15:55:00,A,5098
650,1167,2024-12-18 09:41:00,A,5107
651,1168,2024-03-25 10:02:00,B,5011
652,1169,2024-06-22 23:00:00,A,5101
653,1171,2024-09-19 05:10:00,B,5593
654,1172,2022-12-10 13:40:00,A,5223
655,1173,2023-05-28 19:47:00,A,5527
656,1174,2024-10-25 03:09:00,A,5515
657,1176,2025-11-07 21:02:00,A,5375
658,1178,2023-10-30 09:57:00,A,5079
659,1179,2023-11-22 21:27:00,C,5351
660,1181,2025-06-14 00:27:00,B,5409
661,1182,2025-10-19 09:31:00,A,5588
662,1183,2026-10-24 01:41:00,A,5212
663,1185,2026-01-12 09:20:00,A,5460
664,1187,2023-09-19 17:53:00,A,5039
665,1191,2025-09-12 03:31:00,A,5524
666,1192,2022-07-31 02:39:00,A,5181
667,1193,2026-12-21 14:03:00,A,5184
668,1194,2025-01-12 16:04:00,A,5123
669,1199,2024-09-21 04:55:00,A,5084
670,1201,2024-07-13 07:39:00,A,5392
671,1202,2023-07-10 23:46:00,A,5186
672,1204,2022-11-25 08:15:00,A,5008
673,1205,2025-08-01 07:54:00,A,5113
674,1206,2026-03-26 07:09:00,A,5116
675,1207,2024-11-27 11:34:00,A,5397
676,1210,2023-09-27 19:05:00,A,5518
677,1211,2024-04-08 06:04:00,A,5162
678,1213,2022-08-18 18:52:00,A,5047
679,1214,2023-07-20 21:27:00,B,5152
680,1215,2023-12-19 10:32:00,A,5406
681,1216,2024-10-28 10:26:00,A,5397
682,1217,2025-12-02 14:52:00,A,5329
683,1218,2024-01-23 11:01:00,A,5281
684,1220,2023-12-29 14:42:00,A,5407
685,1221,2025-02-11 15:07:00,B,5018
686,1222,2026-09-28 20:20:00,A,5436
687,1223,2025-04-02 16:52:00,A,5235
688,1224,2022-10-01 08:23:00,A,5330
689,1225,2026-09-17 02:24:00,A,5419
690,1226,2024-03-22 20:01:00,A,5552
691,1230,2026-07-19 10:28:00,A,5089
692,1231,2023-01-29 06:02:00,A,5456
693,1232,2022-10-10 19:22:00,A,5042
694,1233,2022-03-22 11:05:00,A,5087
695,1238,2024-05-01 12:10:00,C,5142
696,1245,2023-06-13 16:56:00,B,5198
697,1246,2026-04-18 22:36:00,B,5538
698,1247,2026-08-19 18:56:00,C,5258
699,1254,2025-05-19 14:04:00,A,5092
700,1255,2025-05-21 05:50:00,A,5553
701,1256,2024-11-07 15:26:00,A,5257
702,1257,2024-10-07 00:04:00,C,5419
703,1259,2024-02-28 23:58:00,A,5501
704,1260,2023-04-03 05:16:00,A,5131
705,1261,2024-08-30 20:28:00,A,5038
706,1262,2023-09-11 19:17:00,B,5515
707,1263,2022-12-10 09:29:00,A,5209
708,1264,2025-06-20 09:55:00,C,5321
709,1265,2023-01-25 13:52:00,C,5026
710,1268,2026-03-10 08:01:00,A,5346
711,1271,2024-09-30 08:10:00,A,5322
712,1273,2024-05-30 14:46:00,A,5410
713,1274,2025-05-11 19:09:00,A,5374
714,1275,2022-04-12 06:38:00,A,5578
715,1276,2026-05-08 00:24:00,A,5221
716,1277,2022-08-15 02:59:00,C,5571
717,1282,2022-07-14 06:09:00,A,5538
718,1283,2026-10-08 04:52:00,A,5235
719,1284,2022-10-26 10:58:00,A,5167
720,1287,2023-08-12 02:37:00,A,5138
721,1288,2025-12-09 23:53:00,A,5436
722,1290,2024-04-17 01:18:00,A,5117
723,1291,2026-04-30 16:37:00,B,5561
724,1294,2026-03-26 14:06:00,A,5137
725,1295,2023-01-13 12:52:00,A,5012
726,1296,2025-01-20 22:32:00,A,5153
727,1299,2023-07-17 08:31:00,A,5308
728,1301,2025-03-23 21:59:00,B,5057
729,1302,2023-03-01 00:43:00,A,5373
730,1303,2022-11-12 04:25:00,B,5164
731,1304,2025-05-05 18:32:00,A,5490
732,1307,2026-11-30 06:15:00,A,5281
733,1308,2022-12-10 14:11:00,A,5112
734,1309,2024-07-05 12:37:00,A,5595
735,1310,2024-07-14 18:10:00,A,5515
736,1312,2024-01-14 07:36:00,B,5140
737,1313,2026-01-31 23:02:00,A,5171
738,1314,2025-11-19 02:18:00,A,5538
739,1316,2024-09-03 23:12:00,B,5238
740,1317,2022-12-06 15:20:00,A,5534
741,1318,2025-10-17 23:32:00,A,5599
742,1320,2024-11-07 23:10:00,B,5198
743,1321,2022-05-26 10:40:00,C,5181
744,1322,2023-05-23 00:17:00,A,5393
745,1323,2025-10-07 11:16:00,A,5055
746,1324,2025-03-20 05:25:00,A,5454
747,1327,2025-01-13 02:29:00,C,5079
748,1329,2026-01-05 23:49:00,A,5232
749,1330,2022-11-10 23:08:00,A,5337
750,1332,2025-02-09 16:06:00,A,5450
751,1334,2023-05-11 00:17:00,A,5527
752,1335,2024-06-20 09:51:00,A,5330
753,1336,2025-08-16 17:03:00,B,5525
754,1337,2026-02-02 23:29:00,A,5212
755,1338,2022-10-20 00:46:00,A,5112
756,1339,2023-09-20 09:28:00,A,5497
757,1341,2026-04-23 22:22:00,B,5298
758,1342,2022-09-20 18:22:00,A,5233
759,1345,2025-11-08 07:33:00,A,5110
760,1346,2025-10-23 08:42:00,A,5219
761,1348,2022-07-06 23:24:00,A,5553
762,1350,2025-10-01 06:13:00,A,5486
763,1353,2026-07-05 22:46:00,A,5015
764,1354,2023-03-10 07:01:00,A,5543
765,1355,2022-07-06 00:48:00,A,5384
766,1356,2023-02-13 16:37:00,A,5188
767,1357,2022-08-25 17:48:00,A,5229
768,1358,2026-07-01 12:31:00,A,5137
769,1359,2025-04-18 10:41:00,A,5343
770,1361,2025-11-25 19:18:00,A,5511
771,1362,2023-03-09 12:56:00,B,5014
772,1363,2022-07-07 10:31:00,A,5450
773,1366,2027-02-24 15:29:00,A,5171
774,1369,2023-03-09 17:03:00,A,5011
775,1372,2022-05-10 02:33:00,A,5478
776,1373,2024-12-21 21:50:00,A,5152
777,1374,2024-03-23 13:19:00,A,5256
778,1375,2025-11-04 04:35:00,C,5461
779,1376,2023-01-19 21:45:00,A,5470
780,1377,2022-08-10 22:03:00,A,5072
781,1380,2025-05-25 17:53:00,A,5536
782,1382,2023-11-14 10:29:00,A,5300
783,1383,2024-11-05 09:07:00,A,5249
784,1385,2026-09-26 13:27:00,A,5442
785,1388,2023-02-07 18:11:00,A,5228
786,1391,2022-07-18 08:22:00,A,5330
787,1392,2023-11-19 17:50:00,A,5071
788,1396,2027-01-23 18:39:00,A,5150
789,1397,2026-06-06 17:15:00,B,5457
790,1400,2025-01-18 21:58:00,A,5517
791,1401,2026-11-19 23:23:00,A,5287
792,1402,2022-12-30 00:37:00,A,5055
793,1403,2025-01-13 02:35:00,A,5389
794,1405,2024-06-15 02:15:00,A,5204
795,1406,2024-11-19 01:43:00,A,5288
796,1407,2026-09-23 15:50:00,A,5053
797,1408,2023-05-08 13:09:00,A,5594
798,1409,2022-07-02 12:50:00,A,5346
799,1411,2026-12-20 16:16:00,B,5300
800,1412,2023-07-05 17:42:00,A,5288
801,1416,2026-01-28 03:31:00,C,5296
802,1420,2025-10-31 16:34:00,A,5008
803,1421,2023-06-24 16:51:00,A,5069
804,1422,2025-08-17 03:25:00,A,5343
805,1425,2023-02-14 03:56:00,A,5154
806,1432,2022-07-05 17:51:00,A,5411
807,1433,2025-06-06 13:22:00,A,5174
808,1437,2025-12-21 10:52:00,A,5446
809,1439,2024-04-28 17:10:00,A,5073
810,1443,2023-11-14 10:34:00,A,5340
811,1444,2022-12-11 01:26:00,A,5313
812,1445,2025-01-13 14:32:00,C,5052
813,1446,2024-08-11 15:49:00,A,5527
814,1449,2026-08-29 20:17:00,A,5211
815,1451,2023-07-18 16:58:00,A,5513
816,1452,2025-10-25 08:04:00,A,5103
817,1453,2023-12-11 13:30:00,A,5149
818,1456,2024-05-10 10:25:00,A,5439
819,1457,2024-05-09 06:48:00,B,5318
820,1458,2026-04-01 00:11:00,A,5283
821,1464,2025-02-24 11:59:00,A,5561
822,1465,2025-01-23 18:22:00,C,5387
823,1466,2024-01-09 07:22:00,A,5332
824,1467,2023-08-15 02:18:00,A,5146
825,1469,2023-04-12 12:46:00,A,5496
826,1470,2026-05-20 15:26:00,A,5251
827,1471,2025-06-03 08:15:00,A,5346
828,1472,2022-05-22 14:48:00,A,5468
829,1474,2026-06-01 08:30:00,A,5351
830,1475,2022-09-14 09:19:00,A,5263
831,1476,2025-04-17 09:43:00,A,5589
832,1477,2024-06-22 01:50:00,A,5224
833,1478,2025-03-04 20:20:00,A,5026
834,1479,2023-02-25 03:43:00,A,5600
835,1480,2023-04-22 06:54:00,A,5346
836,1481,2025-07-10 01:03:00,A,5167
837,1482,2026-06-24 06:49:00,A,5300
838,1483,2023-01-01 01:15:00,A,5372
839,1484,2025-06-20 21:07:00,A,5459
840,1486,2022-04-12 02:44:00,A,5421
841,1487,2024-11-06 10:39:00,A,5153
842,1489,2025-09-14 11:35:00,A,5131
843,1493,2026-05-22 12:26:00,A,5340
844,1495,2024-01-28 10:15:00,C,5296
845,1496,2023-02-26 17:04:00,B,5561
846,1497,2024-04-17 06:11:00,A,5554
847,1499,2025-12-18 11:20:00,A,5123
848,1503,2026-07-29 09:41:00,A,5008
849,1505,2026-01-06 06:09:00,A,5135
850,1506,2022-07-05 16:57:00,A,5515
851,1507,2024-07-29 05:14:00,A,5588
852,1508,2025-08-27 06:10:00,A,5012
853,1509,2026-11-20 14:13:00,B,5303
854,1511,2023-10-29 14:23:00,A,5589
855,1512,2025-07-10 06:31:00,B,5324
856,1515,2026-03-02 19:14:00,C,5549
857,1517,2024-06-04 12:25:00,A,5351
858,1518,2023-10-18 19:35:00,A,5543
859,1520,2026-10-03 06:17:00,A,5127
860,1522,2026-06-16 20:44:00,A,5359
861,1523,2023-06-07 06:02:00,A,5419
862,1525,2026-11-04 22:33:00,A,5046
863,1526,2026-09-25 04:06:00,A,5451
864,1527,2024-01-16 10:32:00,A,5298
865,1528,2026-12-27 22:48:00,A,5569
866,1530,2026-11-07 12:31:00,A,5450
867,1531,2024-06-17 08:02:00,B,5341
868,1534,2024-08-25 01:27:00,A,5374
869,1535,2024-07-07 02:58:00,B,5352
870,1537,2024-11-29 01:49:00,A,5397
871,1540,2025-04-08 06:16:00,A,5006
872,1541,2023-01-01 22:05:00,A,5133
873,1543,2023-08-28 09:10:00,A,5281
874,1544,2024-03-03 10:00:00,A,5561
875,1546,2023-01-30 03:06:00,A,5271
876,1547,2026-07-15 23:21:00,A,5415
877,1548,2026-02-05 06:04:00,A,5484
878,1549,2022-09-17 06:16:00,A,5315
879,1550,2024-09-01 15:22:00,A,5420
880,1551,2026-04-21 04:01:00,A,5291
881,1554,2025-08-18 00:53:00,A,5327
882,1558,2023-12-18 15:25:00,A,5087
883,1559,2025-01-23 00:02:00,A,5156
884,1561,2022-05-10 04:28:00,A,5551
885,1565,2026-05-09 07:18:00,C,5158
886,1566,2023-01-24 20:23:00,A,5566
887,1568,2023-07-07 00:39:00,A,5555
888,1573,2024-12-15 05:49:00,A,5123
889,1574,2025-05-13 04:31:00,A,5017
890,1577,2024-12-21 18:23:00,A,5273
891,1579,2026-06-19 18:54:00,A,5524
892,1582,2025-05-25 05:43:00,A,5235
893,1584,2024-04-08 23:57:00,A,5039
894,1585,2024-10-25 16:43:00,A,5018
895,1586,2022-08-07 06:00:00,A,5283
896,1587,2023-05-17 04:24:00,A,5124
897,1589,2023-07-14 01:01:00,A,5600
898,1591,2023-08-08 06:22:00,C,5303
899,1593,2026-09-19 05:34:00,A,5139
900,1595,2024-05-29 16:35:00,A,5241
901,1597,2026-07-17 06:25:00,A,5201
902,1599,2026-04-24 13:29:00,A,5528
903,1600,2024-06-18 18:32:00,C,5535
904,1603,2026-08-23 13:58:00,C,5232
905,1604,2026-03-10 22:47:00,A,5502
906,1608,2025-02-09 11:37:00,A,5045
907,1612,2024-02-29 06:35:00,A,5364
908,1613,2022-12-26 09:46:00,A,5004
909,1616,2026-10-03 16:17:00,A,5300
910,1618,2025-09-14 18:17:00,A,5515
911,1619,2023-07-26 16:58:00,A,5591
912,1622,2026-09-12 21:10:00,A,5290
913,1624,2024-04-12 04:51:00,A,5588
914,1625,2023-12-21 23:34:00,A,5579
915,1626,2026-03-07 14:59:00,A,5208
916,1627,2025-07-01 05:04:00,A,5410
917,1628,2025-06-04 18:32:00,A,5546
918,1629,2026-01-31 00:52:00,A,5362
919,1631,2024-04-24 18:10:00,A,5420
920,1632,2027-02-08 05:57:00,A,5097
921,1635,2025-09-04 14:16:00,A,5587
922,1636,2022-10-10 05:09:00,A,5079
923,1637,2025-01-02 09:08:00,A,5290
924,1639,2023-12-19 20:13:00,A,5536
925,1640,2022-10-03 20:58:00,A,5094
926,1641,2023-03-23 11:35:00,A,5142
927,1642,2025-10-19 14:02:00,A,5541
928,1645,2024-11-30 10:44:00,A,5379
929,1646,2022-07-08 23:08:00,A,5331
930,1647,2026-10-19 08:48:00,A,5174
931,1648,2022-11-04 09:38:00,A,5154
932,1649,2022-08-31 03:09:00,A,5485
933,1650,2023-04-06 14:53:00,A,5516
934,1653,2024-04-11 13:55:00,A,5220
935,1654,2024-01-03 01:11:00,A,5300
936,1656,2026-04-23 19:19:00,A,5560
937,1659,2022-08-30 15:52:00,A,5056
938,1660,2024-12-29 07:05:00,A,5419
939,1662,2024-01-05 07:03:00,B,5338
940,1665,2025-11-20 17:05:00,C,5427
941,1667,2024-12-15 09:07:00,A,5525
942,1668,2022-09-07 07:55:00,A,5419
943,1669,2024-12-11 06:53:00,A,5071
944,1672,2025-06-10 11:36:00,A,5373
945,1674,2024-02-22 03:40:00,A,5056
946,1675,2026-06-26 23:39:00,A,5562
947,1677,2024-12-08 08:04:00,A,5594
948,1680,2026-06-26 03:39:00,A,5370
949,1681,2024-03-14 14:49:00,A,5016
950,1682,2025-05-06 08:24:00,A,5259
951,1683,2026-10-26 15:14:00,A,5021
952,1684,2023-01-29 11:00:00,A,5091
953,1686,2023-07-27 10:37:00,A,5012
954,1688,2024-06-01 04:42:00,C,5084
955,1692,2023-12-24 16:03:00,A,5419
956,1693,2026-05-12 06:52:00,A,5342
957,1695,2023-05-17 10:46:00,A,5242
958,1697,2026-06-27 09:27:00,A,5223
959,1700,2026-02-10 23:18:00,A,5210
960,1701,2026-07-01 15:41:00,A,5049
961,1702,2023-11-04 08:28:00,C,5308
962,1704,2024-05-31 17:26:00,A,5430
963,1705,2026-09-02 04:17:00,A,5135
964,1709,2025-04-28 18:48:00,A,5096
965,1710,2023-10-16 22:09:00,C,5457
966,1714,2023-10-20 07:01:00,A,5346
967,1715,2026-10-19 18:41:00,A,5419
968,1717,2022-10-06 00:17:00,C,5498
969,1718,2022-11-19 07:56:00,A,5090
970,1719,2025-10-08 16:33:00,A,5015
971,1721,2025-03-05 06:33:00,A,5378
972,1722,2024-06-11 10:51:00,A,5334
973,1723,2024-08-23 09:25:00,A,5526
974,1724,2025-11-13 03:00:00,C,5113
975,1725,2024-01-16 08:34:00,C,5327
976,1726,2026-04-08 16:27:00,A,5556
977,1728,2022-07-11 21:41:00,A,5346
978,1731,2024-04-24 11:07:00,A,5555
979,1732,2022-08-14 02:22:00,B,5540
980,1733,2026-08-04 08:55:00,B,5364
981,1734,2025-12-25 12:55:00,A,5256
982,1736,2023-10-21 18:25:00,B,5588
983,1737,2024-06-28 18:57:00,A,5041
984,1738,2024-01-20 09:42:00,A,5544
985,1739,2025-02-14 06:57:00,A,5282
986,1741,2024-10-06 07:29:00,A,5035
987,1743,2024-11-30 23:20:00,A,5459
988,1744,2027-01-02 17:26:00,A,5088
989,1746,2025-02-06 08:49:00,C,5079
990,1747,2022-06-29 07:17:00,A,5144
991,1749,2026-04-05 06:00:00,A,5551
992,1750,2025-09-02 01:10:00,A,5561
993,1752,2026-09-28 08:13:00,A,5265
994,1753,2022-07-08 05:49:00,A,5472
995,1758,2026-06-27 04:24:00,A,5343
996,1759,2025-03-16 06:38:00,A,5491
997,1761,2023-02-04 14:50:00,A,5539
998,1762,2026-05-31 18:56:00,A,5545
999,1763,2023-08-12 21:06:00,C,5303
1000,1764,2023-09-22 03:05:00,A,5284
1001,1765,2024-05-30 20:17:00,A,5524
1002,1766,2026-07-14 13:07:00,C,5550
1003,1767,2024-02-28 12:43:00,A,5407
1004,1768,2022-12-31 16:59:00,A,5444
1005,1769,2026-02-18 00:56:00,A,5275
1006,1770,2026-09-29 15:18:00,A,5549
1007,1771,2026-04-11 14:20:00,C,5343
1008,1772,2025-02-25 17:13:00,A,5098
1009,1775,2024-11-12 02:22:00,A,5269
1010,1777,2025-06-11 08:46:00,A,5259
1011,1781,2023-10-24 06:58:00,A,5210
1012,1782,2025-02-13 01:12:00,A,5377
1013,1784,2025-08-20 01:30:00,A,5032
1014,1788,2026-10-28 15:41:00,A,5206
1015,1789,2025-11-03 03:41:00,B,5343
1016,1791,2026-09-18 22:52:00,A,5364
1017,1793,2022-06-04 19:30:00,A,5469
1018,1795,2026-05-23 11:33:00,B,5502
1019,1796,2023-10-26 21:45:00,A,5158
1020,1797,2026-08-07 03:12:00,C,5589
1021,1806,2024-07-28 10:14:00,A,5498
1022,1808,2022-08-04 13:32:00,A,5209
1023,1809,2023-10-22 02:21:00,C,5138
1024,1811,2024-05-12 23:23:00,A,5536
1025,1813,2024-11-16 00:37:00,A,5131
1026,1814,2024-11-18 16:58:00,B,5432
1027,1815,2023-06-17 07:35:00,A,5056
1028,1817,2025-02-13 09:28:00,A,5016
1029,1818,2025-06-12 17:13:00,A,5292
1030,1819,2026-03-23 19:56:00,B,5343
1031,1820,2025-06-24 17:07:00,A,5158
1032,1822,2023-02-25 15:10:00,C,5457
1033,1823,2025-06-18 04:16:00,A,5164
1034,1825,2024-11-04 05:59:00,A,5104
1035,1826,2025-09-15 15:40:00,A,5071
1036,1827,2025-07-05 19:37:00,A,5209
1037,1832,2024-06-26 04:50:00,A,5009
1038,1833,2026-02-13 23:42:00,A,5304
1039,1834,2024-07-12 03:59:00,A,5241
1040,1835,2025-07-22 07:50:00,A,5343
1041,1836,2022-06-21 01:36:00,A,5173
1042,1837,2024-03-27 22:38:00,B,5462
1043,1838,2022-08-29 09:17:00,C,5096
1044,1840,2025-03-12 19:46:00,A,5450
1045,1841,2024-02-13 02:51:00,A,5425
1046,1842,2026-07-15 05:26:00,A,5073
1047,1843,2025-08-20 13:32:00,A,5343
1048,1845,2024-01-23 19:48:00,A,5132
1049,1846,2024-11-24 21:03:00,A,5148
1050,1847,2023-08-27 01:04:00,A,5445
1051,1848,2022-06-01 17:02:00,A,5452
1052,1850,2026-07-22 04:26:00,A,5149
1053,1851,2025-07-25 05:21:00,A,5226
1054,1853,2024-10-05 09:55:00,B,5084
1055,1856,2022-11-28 18:12:00,A,5005
1056,1858,2023-12-10 16:06:00,A,5396
1057,1860,2023-09-25 02:52:00,A,5214
1058,1861,2023-02-20 15:19:00,A,5419
1059,1862,2024-08-31 21:38:00,B,5346
1060,1863,2023-08-01 10:13:00,A,5097
1061,1865,2024-02-09 13:28:00,A,5159
1062,1866,2025-09-20 17:10:00,A,5323
1063,1868,2022-08-15 23:09:00,A,5583
1064,1869,2025-04-09 13:19:00,B,5245
1065,1870,2023-09-16 08:44:00,A,5075
1066,1871,2023-01-26 20:10:00,A,5048
1067,1872,2022-09-18 00:43:00,A,5369
1068,1874,2024-08-28 23:05:00,A,5300
1069,1875,2024-02-25 03:46:00,A,5452
1070,1876,2026-01-05 06:18:00,C,5462
1071,1879,2026-04-28 17:57:00,A,5316
1072,1882,2024-06-27 09:15:00,A,5382
1073,1883,2023-07-05 05:14:00,A,5365
1074,1884,2026-09-02 07:25:00,A,5004
1075,1890,2023-11-03 22:35:00,A,5556
1076,1893,2024-01-03 05:40:00,C,5176
1077,1895,2022-11-04 00:55:00,A,5209
1078,1896,2025-06-19 11:44:00,A,5510
1079,1897,2023-01-01 14:07:00,C,5280
1080,1899,2024-03-09 07:14:00,A,5286
1081,1903,2023-08-21 13:53:00,A,5310
1082,1904,2025-11-26 09:07:00,A,5444
1083,1905,2022-05-19 07:34:00,A,5103
1084,1908,2025-11-09 16:47:00,A,5388
1085,1909,2024-02-04 06:22:00,A,5439
1086,1910,2026-02-06 05:15:00,A,5131
1087,1911,2025-03-02 16:42:00,A,5074
1088,1912,2024-08-23 16:15:00,A,5199
1089,1914,2023-11-06 17:57:00,A,5182
1090,1919,2025-05-30 06:51:00,A,5541
1091,1921,2025-12-15 23:57:00,A,5534
1092,1922,2024-09-04 20:39:00,A,5258
1093,1924,2026-05-28 03:27:00,A,5256
1094,1926,2025-04-11 04:35:00,A,5308
1095,1927,2023-06-19 04:22:00,A,5262
1096,1928,2025-03-31 20:58:00,A,5592
1097,1929,2022-07-25 22:09:00,A,5279
1098,1930,2026-09-18 06:05:00,A,5301
1099,1931,2026-05-06 08:49:00,A,5430
1100,1932,2023-07-23 01:34:00,A,5489
1101,1935,2026-11-17 03:34:00,A,5347
1102,1937,2026-07-15 18:21:00,A,5419
1103,1939,2026-05-21 07:30:00,B,5128
1104,1942,2022-12-06 22:00:00,A,5197
1105,1944,2022-10-20 21:22:00,A,5445
1106,1947,2024-07-05 09:05:00,B,5023
1107,1948,2022-07-02 06:43:00,A,5445
1108,1949,2022-07-13 04:35:00,A,5585
1109,1950,2024-03-19 11:20:00,A,5479
1110,1951,2025-08-30 21:03:00,A,5445
1111,1952,2023-08-18 01:49:00,A,5372
1112,1953,2025-11-27 07:56:00,A,5578
1113,1956,2024-07-28 06:39:00,B,5017
1114,1958,2026-09-29 02:09:00,A,5338
1115,1960,2025-04-01 21:37:00,A,5514
1116,1961,2026-07-18 01:44:00,A,5279
1117,1963,2025-11-20 07:07:00,A,5561
1118,1964,2025-07-16 18:00:00,A,5138
1119,1965,2022-07-25 20:42:00,A,5122
1120,1966,2022-12-04 03:23:00,A,5232
1121,1970,2023-04-07 08:51:00,B,5272
1122,1971,2024-06-29 21:21:00,A,5343
1123,1972,2026-04-20 10:58:00,A,5583
1124,1973,2026-08-27 14:52:00,C,5106
1125,1974,2025-11-03 03:49:00,A,5580
1126,1981,2023-12-21 10:26:00,A,5282
1127,1982,2026-11-12 00:35:00,A,5257
1128,1983,2025-09-16 15:01:00,A,5015
1129,1984,2025-12-03 04:12:00,A,5574
1130,1989,2026-06-09 05:07:00,A,5127
1131,1992,2024-09-15 04:24:00,A,5259
1132,1993,2024-04-21 05:10:00,A,5594
1133,1994,2026-08-10 02:09:00,A,5566
1134,1995,2022-10-01 10:29:00,A,5244
1135,1998,2022-09-02 20:21:00,A,5450
1136,1999,2025-04-21 02:29:00,A,5342
1137,2000,2023-11-23 11:37:00,A,5156
1138,2001,2026-08-23 23:37:00,A,5022
1139,2003,2023-09-18 02:42:00,A,5412
1140,2004,2024-12-09 01:35:00,A,5098
1141,2006,2026-06-09 14:36:00,A,5221
1142,2007,2026-09-29 15:36:00,A,5052
1143,2012,2024-04-07 14:59:00,A,5299
1144,2014,2023-08-28 07:35:00,A,5006
1145,2022,2025-07-18 00:34:00,A,5008
1146,2023,2022-07-17 22:33:00,A,5373
1147,2024,2023-08-28 00:54:00,A,5591
1148,2025,2023-06-03 11:01:00,A,5527
1149,2028,2024-05-20 12:13:00,A,5113
1150,2029,2025-08-28 12:56:00,A,5245
1151,2030,2023-03-08 20:00:00,A,5116
1152,2031,2025-03-01 00:11:00,A,5173
1153,2032,2023-11-29 12:07:00,A,5045
1154,2034,2026-06-01 18:53:00,A,5114
1155,2035,2026-06-23 18:31:00,A,5560
1156,2036,2023-10-23 23:17:00,B,5444
1157,2037,2025-07-13 00:04:00,A,5153
1158,2038,2022-12-19 14:54:00,A,5131
1159,2040,2026-08-24 10:41:00,A,5079
1160,2042,2025-02-28 08:20:00,C,5598
1161,2043,2025-02-09 05:33:00,A,5300
1162,2044,2026-01-10 23:51:00,A,5496
1163,2046,2025-09-25 07:26:00,A,5365
1164,2047,2026-08-20 11:59:00,A,5094
1165,2049,2023-04-27 08:10:00,A,5045
1166,2051,2022-09-24 08:22:00,A,5303
1167,2053,2023-03-06 22:28:00,A,5401
1168,2055,2023-07-19 15:56:00,A,5328
1169,2056,2022-04-27 03:29:00,B,5041
1170,2057,2023-08-20 14:21:00,A,5052
1171,2059,2025-09-06 17:15:00,A,5181
1172,2061,2025-12-09 16:46:00,C,5519
1173,2063,2024-07-23 13:06:00,A,5516
1174,2068,2024-08-22 13:55:00,A,5413
1175,2071,2024-12-09 13:19:00,C,5112
1176,2072,2026-06-09 17:54:00,A,5589
1177,2073,2026-06-21 14:05:00,C,5010
1178,2074,2022-03-15 06:05:00,A,5007
1179,2075,2024-07-13 17:43:00,A,5262
1180,2077,2024-09-30 03:42:00,A,5515
1181,2083,2023-12-31 07:50:00,A,5037
1182,2087,2024-06-27 13:46:00,C,5311
1183,2092,2023-08-29 08:13:00,A,5116
1184,2095,2024-07-12 02:22:00,B,5518
1185,2098,2023-04-27 09:51:00,A,5010
1186,2103,2025-04-16 17:18:00,A,5341
1187,2104,2024-02-11 01:24:00,A,5111
1188,2105,2026-07-18 06:30:00,A,5352
1189,2106,2024-01-12 11:24:00,A,5192
1190,2109,2024-03-11 22:06:00,A,5218
1191,2112,2024-09-17 04:13:00,A,5591
1192,2113,2023-07-20 19:50:00,A,5258
1193,2115,2026-07-30 12:58:00,B,5517
1194,2119,2022-10-20 21:00:00,A,5194
1195,2120,2023-03-07 03:21:00,A,5091
1196,2121,2026-04-03 22:13:00,A,5120
1197,2123,2024-02-17 02:54:00,C,5198
1198,2126,2023-11-21 05:45:00,A,5202
1199,2127,2023-04-30 20:43:00,A,5334
1200,2128,2025-04-11 00:48:00,A,5077
1201,2129,2022-09-07 09:06:00,A,5076
1202,2132,2026-01-10 12:36:00,A,5221
1203,2133,2026-11-22 03:01:00,A,5343
1204,2134,2025-01-04 05:52:00,C,5359
1205,2136,2023-04-05 10:02:00,A,5166
1206,2137,2026-08-24 22:50:00,C,5453
1207,2139,2023-06-29 14:49:00,A,5154
1208,2140,2024-11-08 19:16:00,A,5251
1209,2142,2024-02-09 16:32:00,A,5323
1210,2144,2025-11-17 15:31:00,A,5018
1211,2145,2024-10-04 18:42:00,C,5405
1212,2146,2024-08-19 15:46:00,A,5018
1213,2147,2026-12-27 12:52:00,A,5476
1214,2149,2026-05-28 04:57:00,A,5178
1215,2152,2024-10-02 17:28:00,A,5577
1216,2153,2022-09-04 09:52:00,A,5476
1217,2156,2026-05-06 07:04:00,A,5219
1218,2157,2026-01-30 20:32:00,A,5134
1219,2159,2026-11-27 06:38:00,A,5527
1220,2160,2023-04-16 23:07:00,A,5114
1221,2161,2026-04-15 05:32:00,A,5436
1222,2162,2026-07-20 08:23:00,A,5258
1223,2163,2023-11-25 14:46:00,A,5450
1224,2164,2026-05-01 02:45:00,A,5181
1225,2165,2025-05-09 04:02:00,B,5569
1226,2169,2025-01-22 00:13:00,A,5076
1227,2172,2022-04-21 07:12:00,C,5405
