ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
429,781,1,2025-10-07,1,28,1278,5562,7028,1222,1,0
430,782,1,2024-04-17,1,16,1156,5312,7016,1223,1,0
431,788,2,2025-08-07,1,13,1122,5153,7013,1233,1,0
432,789,1,2023-11-17,1,17,1166,5342,7017,1235,1,0
433,790,2,2026-05-03,1,6,1059,5020,7006,1236,1,0
434,791,1,2025-09-09,1,20,1197,5585,7020,1238,1,0
435,792,2,2024-04-17,1,9,1085,5283,7009,1242,1,0
436,792,1,2024-06-30,1,9,1085,5283,7009,1240,1,0
437,797,1,2022-09-24,1,18,1176,5417,7018,1253,1,0
438,797,2,2022-10-13,1,18,1176,5417,7018,1252,1,0
439,800,1,2022-10-26,1,26,1259,5541,7026,1256,1,0
440,801,1,2025-06-25,1,22,1218,5011,7022,1257,1,0
441,802,1,2022-10-14,1,26,1252,5330,7026,1259,1,0
442,803,1,2023-01-19,1,5,1046,5002,7005,1261,1,0
443,807,2,2024-12-23,1,1,1006,5113,7001,1267,1,0
444,809,2,2024-08-17,1,22,1211,5489,7022,1270,1,0
445,810,1,2025-03-19,1,5,1046,5405,7005,1271,1,0
446,811,1,2022-12-14,1,3,1023,5127,7003,1273,1,0
447,812,2,2026-04-20,1,24,1236,5482,7024,1274,1,0
448,815,1,2026-03-22,1,29,1282,5321,7029,1279,1,0
449,818,1,2024-01-17,1,22,1215,5563,7022,1283,1,0
450,819,1,2023-06-10,1,18,1171,5579,7018,1284,1,0
451,822,1,2024-04-04,1,22,1211,5489,7022,1289,1,0
452,824,1,2023-09-30,1,19,1186,5486,7019,1292,1,0
453,825,2,2026-03-16,1,12,1116,5114,7012,1294,1,0
454,826,1,2023-12-21,1,5,1043,5259,7005,1295,1,0
455,827,1,2023-07-18,1,30,1298,5340,7030,1297,1,0
456,827,1,2023-07-01,1,30,1298,5340,7030,1296,1,0
457,829,1,2023-04-05,1,25,1250,5502,7025,1300,1,0
458,830,1,2022-11-03,1,3,1023,5127,7003,1304,1,0
459,832,1,2025-11-30,1,3,1028,5006,7003,1308,1,0
460,833,1,2024-07-20,1,13,1127,5346,7013,1309,1,0
461,834,1,2022-05-17,1,9,1090,5448,7009,1310,1,0
462,835,1,2022-09-25,1,24,1238,5070,7024,1313,1,0
463,838,1,2023-10-09,1,22,1212,5291,7022,1321,1,0
464,839,1,2026-04-12,1,29,1290,5286,7029,1322,1,0
465,839,2,2026-03-08,1,29,1290,5286,7029,1323,1,0
466,840,1,2022-12-01,1,18,1175,5251,7018,1324,1,0
467,845,1,2022-09-20,1,20,1193,5012,7020,1332,1,0
468,848,1,2025-11-20,1,3,1028,5402,7003,1338,1,0
469,849,1,2024-11-19,1,11,1110,5399,7011,1339,1,0
470,853,2,2023-12-22,1,15,1143,5235,7015,1346,1,0
471,854,2,2026-03-15,1,1,1002,5216,7001,1347,1,0
472,855,1,2023-07-12,1,22,1211,5078,7022,1348,1,0
473,856,1,2023-07-30,1,1,1009,5285,7001,1350,1,0
474,857,2,2024-05-05,1,22,1214,5373,7022,1351,1,0
475,860,2,2024-02-14,1,26,1254,5288,7026,1356,1,0
476,861,1,2024-12-18,1,17,1167,5578,7017,1357,1,0
477,863,1,2026-08-21,1,30,1291,5133,7030,1359,1,0
478,864,1,2023-01-24,1,5,1049,5433,7005,1361,1,0
479,864,2,2023-03-15,1,5,1049,5433,7005,1360,1,0
480,865,1,2025-12-02,1,19,1183,5108,7019,1362,1,0
481,867,1,2024-01-10,1,13,1127,5346,7013,1364,1,0
482,872,2,2023-02-05,1,5,1045,5419,7005,1371,1,0
483,872,1,2022-10-23,1,5,1045,5419,7005,1372,1,0
484,873,1,2024-08-17,1,9,1085,5253,7009,1373,1,0
485,874,1,2025-07-12,1,22,1212,5204,7022,1375,1,0
486,876,2,2025-09-21,1,20,1191,5420,7020,1379,1,0
487,877,1,2023-03-21,1,18,1179,5381,7018,1380,1,0
488,878,1,2024-01-06,1,11,1110,5067,7011,1381,1,0
489,879,1,2022-05-03,1,13,1123,5087,7013,1382,1,0
490,880,1,2023-03-20,1,24,1238,5070,7024,1383,1,0
491,882,1,2022-08-29,1,31,1305,5491,7031,1387,1,0
492,883,2,2025-10-04,1,9,1085,5253,7009,1389,1,0
493,883,1,2025-08-31,1,9,1085,5253,7009,1388,1,0
494,884,2,2023-04-10,1,18,1172,5092,7018,1392,1,0
495,886,1,2024-08-30,1,18,1174,5209,7018,1397,1,0
496,888,2,2022-12-08,1,14,1140,5079,7014,1404,1,0
497,889,2,2025-01-03,1,5,1046,5265,7005,1406,1,0
498,891,1,2026-04-01,1,31,1302,5188,7031,1408,1,0
499,893,2,2023-12-11,1,30,1293,5455,7030,1412,1,0
500,894,1,2026-05-26,1,11,1107,5272,7011,1413,1,0
501,895,2,2022-09-07,1,17,1167,5143,7017,1415,1,0
502,896,1,2022-06-19,1,6,1054,5576,7006,1417,1,0
503,899,1,2026-10-05,1,24,1237,5326,7024,1420,1,0
504,901,1,2022-05-06,1,29,1287,5112,7029,1423,1,0
505,902,1,2026-02-19,1,21,1201,5145,7021,1424,1,0
506,906,1,2023-04-29,1,5,1048,5204,7005,1431,1,0
507,907,1,2022-11-22,1,22,1220,5276,7022,1432,1,0
508,909,1,2026-04-30,1,3,1021,5562,7003,1435,1,0
509,911,1,2023-02-13,1,13,1123,5087,7013,1438,1,0
510,912,2,2022-12-02,1,7,1069,5036,7007,1439,1,0
511,913,1,2025-07-08,1,18,1180,5155,7018,1441,1,0
512,913,2,2025-04-09,1,18,1180,5155,7018,1440,1,0
513,914,1,2025-09-25,1,30,1294,5120,7030,1442,1,0
514,918,1,2025-09-15,1,21,1206,5017,7021,1447,1,0
515,919,1,2023-07-30,1,10,1094,5069,7010,1448,1,0
516,921,1,2023-01-10,1,7,1063,5009,7007,1453,1,0
517,922,1,2025-09-25,1,26,1254,5288,7026,1454,1,0
518,924,1,2024-02-24,1,17,1168,5133,7017,1458,1,0
519,926,1,2025-09-30,1,28,1271,5150,7028,1462,1,0
520,927,1,2025-12-05,1,26,1256,5099,7026,1465,1,0
521,929,1,2026-06-24,1,17,1168,5133,7017,1468,1,0
522,930,1,2024-08-03,1,15,1149,5581,7015,1469,1,0
523,931,1,2024-04-09,1,5,1049,5561,7005,1470,1,0
524,932,2,2025-03-20,1,5,1041,5496,7005,1473,1,0
525,933,1,2023-04-07,1,27,1268,5599,7027,1475,1,0
526,933,2,2023-01-06,1,27,1268,5599,7027,1474,1,0
527,936,1,2025-05-17,1,22,1215,5425,7022,1483,1,0
528,937,1,2025-07-19,1,25,1248,5063,7025,1484,1,0
529,938,1,2023-09-15,1,16,1157,5462,7016,1486,1,0
530,940,1,2025-04-16,1,10,1091,5098,7010,1491,1,0
531,945,1,2023-05-04,1,5,1041,5094,7005,1498,1,0
532,946,1,2022-03-31,1,16,1156,5039,7016,1501,1,0
533,947,2,2026-03-23,1,20,1194,5372,7020,1503,1,0
534,948,1,2024-12-15,1,6,1060,5200,7006,1506,1,0
535,951,1,2024-12-26,1,7,1061,5297,7007,1513,1,0
536,954,1,2025-07-08,1,18,1173,5219,7018,1519,1,0
537,955,1,2024-07-15,1,22,1214,5373,7022,1520,1,0
538,957,1,2026-02-17,1,29,1284,5167,7029,1522,1,0
539,958,1,2026-03-10,1,19,1188,5565,7019,1523,1,0
540,959,2,2026-05-13,1,20,1192,5184,7020,1525,1,0
541,960,1,2024-09-29,1,7,1069,5483,7007,1528,1,0
542,961,1,2022-02-15,1,8,1079,5111,7008,1530,1,0
543,962,1,2023-03-02,1,21,1210,5081,7021,1532,1,0
544,964,1,2024-03-23,1,26,1252,5330,7026,1535,1,0
545,966,1,2026-04-30,1,19,1181,5249,7019,1537,1,0
546,969,2,2023-12-30,1,29,1284,5233,7029,1541,1,0
547,971,2,2024-10-16,1,22,1219,5054,7022,1543,1,0
548,972,2,2026-01-29,1,8,1077,5345,7008,1544,1,0
549,973,1,2024-02-15,1,10,1098,5356,7010,1546,1,0
550,974,2,2023-03-21,1,27,1268,5587,7027,1547,1,0
551,975,1,2024-09-30,1,9,1087,5281,7009,1549,1,0
552,978,1,2025-09-11,1,2,1013,5308,7002,1552,1,0
553,979,1,2025-01-17,1,6,1059,5503,7006,1553,1,0
554,980,2,2022-12-04,1,18,1176,5417,7018,1554,1,0
555,980,2,2022-11-06,1,18,1176,5417,7018,1555,1,0
556,981,1,2026-05-13,1,7,1061,5297,7007,1556,1,0
557,982,1,2022-08-11,1,13,1129,5018,7013,1559,1,0
558,983,2,2026-01-07,1,12,1115,5598,7012,1560,1,0
559,986,2,2024-10-28,1,11,1110,5163,7011,1567,1,0
560,987,1,2024-07-14,1,15,1150,5418,7015,1568,1,0
561,988,1,2023-09-17,1,8,1071,5350,7008,1569,1,0
562,989,2,2023-10-10,1,20,1199,5084,7020,1570,1,0
563,990,1,2023-01-11,1,23,1229,5312,7023,1571,1,0
564,991,1,2024-12-01,1,25,1245,5319,7025,1572,1,0
565,993,1,2025-03-12,1,5,1047,5186,7005,1574,1,0
566,994,1,2025-03-16,1,27,1267,5257,7027,1576,1,0
567,995,2,2024-10-11,1,25,1247,5122,7025,1578,1,0
568,997,2,2022-06-23,1,17,1161,5119,7017,1580,1,0
569,1002,2,2026-01-11,1,31,1301,5105,7031,1589,1,0
570,1003,1,2025-03-17,1,5,1043,5343,7005,1591,1,0
571,1005,1,2025-08-01,1,6,1060,5550,7006,1594,1,0
572,1006,1,2025-07-25,1,7,1064,5498,7007,1595,1,0
573,1008,2,2025-08-22,1,22,1219,5054,7022,1600,1,0
574,1009,1,2025-01-15,1,5,1050,5303,7005,1601,1,0
575,1010,1,2026-06-19,1,1,1009,5462,7001,1602,1,0
576,1011,1,2025-01-15,1,3,1029,5336,7003,1604,1,0
577,1012,1,2024-03-24,1,3,1026,5093,7003,1607,1,0
578,1013,1,2025-01-19,1,4,1036,5485,7004,1609,1,0
579,1013,1,2025-01-27,1,4,1036,5485,7004,1608,1,0
580,1014,2,2023-08-25,1,3,1022,5007,7003,1610,1,0
581,1015,1,2024-05-22,1,31,1310,5567,7031,1611,1,0
582,1016,1,2024-06-12,1,30,1297,5578,7030,1612,1,0
583,1017,1,2024-06-10,1,9,1085,5500,7009,1615,1,0
584,1018,1,2024-10-01,1,13,1122,5153,7013,1616,1,0
585,1019,1,2024-01-23,1,31,1308,5206,7031,1617,1,0
586,1020,1,2022-09-25,1,22,1212,5204,7022,1618,1,0
587,1024,1,2023-12-28,1,15,1143,5235,7015,1624,1,0
588,1025,1,2023-08-19,1,1,1004,5546,7001,1626,1,0
589,1026,2,2026-04-09,1,16,1159,5333,7016,1627,1,0
590,1032,2,2025-01-03,1,17,1170,5285,7017,1636,1,0
591,1033,2,2024-06-29,1,5,1043,5259,7005,1637,1,0
592,1034,1,2024-10-15,1,29,1289,5304,7029,1639,1,0
593,1036,2,2023-11-18,1,5,1047,5186,7005,1643,1,0
594,1043,1,2026-04-05,1,30,1292,5138,7030,1658,1,0
595,1043,1,2025-12-29,1,30,1292,5138,7030,1657,1,0
596,1044,1,2023-08-03,1,11,1104,5423,7011,1659,1,0
597,1046,1,2026-02-16,1,6,1060,5200,7006,1662,1,0
598,1046,1,2026-02-05,1,6,1060,5200,7006,1663,1,0
599,1048,1,2023-11-06,1,5,1042,5300,7005,1665,1,0
600,1049,1,2024-03-12,1,31,1307,5256,7031,1666,1,0
601,1051,2,2024-04-21,1,18,1171,5452,7018,1671,1,0
602,1056,1,2025-07-09,1,22,1220,5276,7022,1677,1,0
603,1056,2,2025-10-22,1,22,1220,5276,7022,1678,1,0
604,1059,1,2022-08-01,1,2,1012,5476,7002,1682,1,0
605,1060,2,2022-10-01,1,17,1163,5191,7017,1684,1,0
606,1068,1,2024-06-04,1,6,1058,5278,7006,1700,1,0
607,1071,1,2024-09-18,1,5,1042,5300,7005,1707,1,0
608,1075,2,2026-02-15,1,21,1208,5094,7021,1712,1,0
609,1076,1,2022-11-24,1,19,1184,5479,7019,1713,1,0
610,1078,2,2023-04-09,1,29,1286,5021,7029,1718,1,0
611,1079,1,2025-06-06,1,22,1216,5581,7022,1722,1,0
612,1080,1,2022-08-14,1,29,1286,5143,7029,1724,1,0
613,1082,1,2022-05-23,1,20,1192,5184,7020,1728,1,0
614,1085,1,2023-01-03,1,19,1189,5535,7019,1733,1,0
615,1088,2,2024-05-16,1,13,1128,5156,7013,1740,1,0
616,1103,2,2024-12-01,1,22,1218,5103,7022,1763,1,0
617,1104,1,2025-03-15,1,14,1137,5445,7014,1764,1,0
618,1105,1,2022-10-13,1,31,1301,5217,7031,1765,1,0
619,1108,1,2023-05-19,1,22,1215,5464,7022,1768,1,0
620,1109,2,2026-06-21,1,17,1167,5143,7017,1769,1,0
621,1110,1,2023-06-05,1,27,1267,5257,7027,1770,1,0
622,1111,1,2024-05-28,1,8,1075,5222,7008,1771,1,0
623,1113,1,2023-11-07,1,26,1256,5099,7026,1775,1,0
624,1118,1,2026-03-27,1,5,1043,5259,7005,1784,1,0
625,1119,2,2024-03-12,1,5,1047,5527,7005,1786,1,0
626,1120,1,2023-02-06,1,12,1117,5477,7012,1787,1,0
627,1121,2,2026-10-16,1,28,1275,5574,7028,1788,1,0
628,1122,2,2023-07-07,1,23,1230,5197,7023,1790,1,0
629,1123,1,2025-06-12,1,5,1044,5064,7005,1792,1,0
630,1124,1,2023-02-06,1,28,1276,5391,7028,1794,1,0
631,1125,1,2023-06-18,1,15,1145,5234,7015,1795,1,0
632,1128,1,2023-10-29,1,4,1039,5073,7004,1802,1,0
633,1129,2,2023-05-16,1,8,1079,5111,7008,1804,1,0
634,1130,1,2023-02-15,1,17,1169,5553,7017,1805,1,0
635,1132,1,2022-11-03,1,20,1194,5372,7020,1808,1,0
636,1134,2,2024-05-09,1,24,1238,5267,7024,1813,1,0
637,1137,2,2024-07-30,1,16,1158,5263,7016,1818,1,0
638,1137,1,2024-08-27,1,16,1158,5263,7016,1817,1,0
639,1138,2,2025-09-09,1,16,1154,5096,7016,1819,1,0
640,1139,1,2024-11-29,1,5,1046,5542,7005,1822,1,0
641,1144,1,2022-02-14,1,2,1016,5565,7002,1833,1,0
642,1145,1,2023-08-26,1,30,1298,5340,7030,1838,1,0
643,1145,2,2023-08-26,1,30,1298,5340,7030,1836,1,0
644,1148,2,2024-05-11,1,3,1028,5402,7003,1843,1,0
645,1150,1,2022-03-28,1,17,1164,5131,7017,1849,1,0
646,1152,1,2023-02-07,1,29,1281,5055,7029,1852,1,0
647,1153,1,2023-07-20,1,9,1084,5250,7009,1854,1,0
648,1154,2,2025-06-25,1,5,1041,5094,7005,1855,1,0
649,1159,2,2023-11-02,1,17,1166,5342,7017,1860,1,0
650,1159,1,2023-11-06,1,17,1166,5342,7017,1861,1,0
651,1162,1,2024-09-28,1,12,1115,5362,7012,1864,1,0
652,1164,1,2022-08-23,1,25,1248,5229,7025,1866,1,0
653,1166,1,2022-06-19,1,29,1283,5534,7029,1869,1,0
654,1167,1,2024-07-01,1,30,1291,5107,7030,1871,1,0
655,1169,2,2024-03-18,1,9,1090,5101,7009,1875,1,0
656,1170,1,2026-01-08,1,15,1146,5258,7015,1877,1,0
657,1171,1,2024-11-18,1,18,1178,5593,7018,1879,1,0
658,1173,1,2023-03-03,1,5,1047,5527,7005,1881,1,0
659,1174,1,2024-11-04,1,9,1082,5515,7009,1882,1,0
660,1176,1,2025-09-04,1,27,1261,5375,7027,1884,1,0
661,1176,1,2025-07-04,1,27,1261,5375,7027,1885,1,0
662,1177,1,2023-02-16,1,5,1041,5496,7005,1886,1,0
663,1178,1,2023-08-07,1,14,1140,5079,7014,1888,1,0
664,1178,1,2023-05-27,1,14,1140,5079,7014,1887,1,0
665,1180,1,2024-12-24,1,28,1276,5227,7028,1891,1,0
666,1183,2,2026-08-04,1,24,1231,5212,7024,1897,1,0
667,1183,1,2026-08-30,1,24,1231,5212,7024,1896,1,0
668,1188,1,2026-01-01,1,3,1030,5459,7003,1904,1,0
669,1189,1,2023-01-25,1,15,1147,5160,7015,1906,1,0
670,1190,1,2022-07-07,1,26,1251,5169,7026,1907,1,0
671,1191,1,2025-04-02,1,12,1114,5524,7012,1908,1,0
672,1192,1,2022-06-01,1,30,1291,5181,7030,1909,1,0
673,1193,1,2026-10-05,1,20,1192,5184,7020,1910,1,0
674,1194,1,2025-02-03,1,10,1096,5123,7010,1911,1,0
675,1197,1,2024-12-22,1,7,1069,5214,7007,1916,1,0
676,1199,2,2024-08-04,1,20,1199,5084,7020,1920,1,0
677,1200,1,2024-09-26,1,25,1250,5502,7025,1921,1,0
678,1202,1,2023-04-25,1,21,1208,5186,7021,1923,1,0
679,1203,2,2026-05-22,1,5,1042,5300,7005,1924,1,0
680,1205,1,2025-06-21,1,11,1105,5113,7011,1926,1,0
681,1206,1,2025-08-29,1,6,1051,5116,7006,1927,1,0
682,1206,1,2025-11-12,1,6,1051,5116,7006,1928,1,0
683,1208,1,2023-06-11,1,8,1077,5345,7008,1931,1,0
684,1210,2,2023-06-29,1,5,1044,5518,7005,1936,1,0
685,1214,2,2023-07-01,1,6,1052,5152,7006,1945,1,0
686,1216,1,2024-09-08,1,11,1108,5397,7011,1948,1,0
687,1218,1,2023-09-10,1,9,1087,5281,7009,1952,1,0
688,1220,2,2023-09-20,1,7,1063,5407,7007,1954,1,0
689,1222,1,2026-06-21,1,27,1266,5436,7027,1958,1,0
690,1223,1,2025-01-11,1,1,1006,5235,7001,1959,1,0
691,1227,1,2024-05-15,1,5,1046,5067,7005,1963,1,0
692,1230,1,2026-09-03,1,30,1299,5089,7030,1966,1,0
693,1231,1,2022-08-26,1,25,1243,5456,7025,1967,1,0
694,1236,2,2023-09-30,1,21,1205,5128,7021,1974,1,0
695,1237,1,2025-08-26,1,30,1298,5025,7030,1975,1,0
696,1238,1,2023-11-06,1,13,1123,5142,7013,1976,1,0
697,1240,1,2025-11-25,1,7,1066,5505,7007,1978,1,0
698,1242,1,2026-03-18,1,17,1167,5578,7017,1981,1,0
699,1244,1,2025-08-23,1,8,1079,5111,7008,1983,1,0
700,1246,1,2026-01-07,1,11,1103,5538,7011,1986,1,0
701,1247,1,2026-05-31,1,15,1146,5258,7015,1988,1,0
702,1248,1,2024-04-24,1,8,1074,5049,7008,1990,1,0
703,1250,1,2025-10-25,1,5,1046,5351,7005,1993,1,0
704,1251,1,2025-08-03,1,5,1050,5125,7005,1994,1,0
705,1254,1,2025-03-27,1,18,1172,5092,7018,1998,1,0
706,1255,2,2024-12-29,1,17,1169,5553,7017,2001,1,0
707,1256,1,2024-08-15,1,27,1267,5257,7027,2002,1,0
708,1258,1,2024-01-30,1,20,1191,5420,7020,2007,1,0
709,1259,1,2024-01-19,1,16,1160,5501,7016,2008,1,0
710,1261,1,2024-04-24,1,10,1094,5038,7010,2013,1,0
711,1262,1,2023-07-20,1,9,1082,5515,7009,2014,1,0
712,1264,2,2025-05-03,1,29,1282,5321,7029,2017,1,0
713,1265,1,2022-10-15,1,3,1026,5026,7003,2019,1,0
714,1267,2,2024-09-17,1,27,1266,5436,7027,2022,1,0
715,1273,1,2024-04-04,1,29,1286,5410,7029,2033,1,0
716,1274,2,2025-06-07,1,3,1021,5374,7003,2035,1,0
717,1276,1,2026-02-17,1,13,1130,5221,7013,2039,1,0
718,1277,2,2022-04-30,1,5,1048,5571,7005,2041,1,0
719,1278,1,2025-06-10,1,3,1024,5032,7003,2043,1,0
720,1278,2,2025-06-17,1,3,1024,5032,7003,2042,1,0
721,1282,2,2022-02-07,1,11,1103,5538,7011,2049,1,0
722,1283,1,2026-07-08,1,15,1143,5235,7015,2050,1,0
723,1284,1,2022-07-06,1,4,1032,5167,7004,2051,1,0
724,1285,2,2024-08-26,1,5,1047,5600,7005,2052,1,0
725,1287,1,2023-03-22,1,5,1048,5138,7005,2054,1,0
726,1290,1,2024-04-11,1,6,1053,5117,7006,2060,1,0
727,1291,1,2026-02-19,1,5,1049,5561,7005,2063,1,0
728,1292,1,2022-05-02,1,8,1072,5073,7008,2065,1,0
729,1294,1,2026-04-03,1,5,1048,5137,7005,2067,1,0
730,1298,1,2025-03-22,1,28,1276,5227,7028,2076,1,0
731,1299,2,2023-07-02,1,2,1013,5308,7002,2078,1,0
732,1299,2,2023-06-23,1,2,1013,5308,7002,2077,1,0
733,1301,1,2025-04-07,1,5,1046,5057,7005,2081,1,0
734,1302,2,2022-10-27,1,22,1214,5373,7022,2082,1,0
735,1304,1,2025-03-23,1,21,1208,5490,7021,2084,1,0
736,1306,1,2023-12-17,1,23,1230,5499,7023,2086,1,0
737,1308,1,2022-09-05,1,29,1287,5112,7029,2088,1,0
738,1313,1,2025-09-20,1,10,1097,5171,7010,2100,1,0
739,1314,2,2025-11-26,1,11,1103,5538,7011,2101,1,0
740,1316,1,2024-03-30,1,7,1061,5238,7007,2106,1,0
741,1317,1,2022-09-06,1,5,1048,5534,7005,2107,1,0
742,1318,2,2025-10-29,1,24,1237,5599,7024,2108,1,0
743,1319,1,2025-03-15,1,11,1108,5555,7011,2113,1,0
744,1320,1,2024-11-28,1,9,1086,5198,7009,2115,1,0
745,1323,1,2025-08-18,1,29,1281,5055,7029,2119,1,0
746,1324,2,2025-05-20,1,16,1151,5454,7016,2121,1,0
747,1326,1,2024-01-07,1,5,1048,5183,7005,2124,1,0
748,1327,2,2024-09-28,1,14,1140,5079,7014,2125,1,0
749,1327,1,2024-08-23,1,14,1140,5079,7014,2126,1,0
750,1328,1,2022-11-19,1,26,1254,5288,7026,2127,1,0
751,1329,1,2025-08-31,1,31,1304,5232,7031,2128,1,0
752,1332,1,2025-03-22,1,5,1050,5450,7005,2131,1,0
753,1336,2,2025-03-12,1,4,1035,5525,7004,2136,1,0
754,1337,1,2025-11-13,1,24,1231,5212,7024,2141,1,0
755,1341,1,2025-12-03,1,21,1207,5298,7021,2150,1,0
756,1345,1,2025-07-03,1,4,1033,5110,7004,2155,1,0
757,1346,2,2025-10-04,1,18,1173,5219,7018,2156,1,0
758,1348,1,2022-08-19,1,7,1064,5553,7007,2159,1,0
759,1350,2,2025-06-19,1,19,1186,5486,7019,2163,1,0
760,1353,1,2026-01-16,1,26,1258,5015,7026,2169,1,0
761,1356,2,2022-10-21,1,31,1302,5188,7031,2174,1,0
762,1359,1,2024-12-08,1,5,1043,5343,7005,2178,1,0
763,1359,2,2025-01-03,1,5,1043,5343,7005,2177,1,0
764,1361,1,2025-06-19,1,23,1225,5511,7023,2184,1,0
765,1362,1,2023-02-23,1,6,1059,5014,7006,2185,1,0
766,1367,2,2022-11-10,1,30,1295,5180,7030,2190,1,0
767,1372,2,2022-07-24,1,1,1004,5478,7001,2197,1,0
768,1373,1,2025-02-22,1,6,1052,5152,7006,2198,1,0
769,1375,1,2025-10-17,1,22,1217,5461,7022,2200,1,0
770,1376,1,2022-10-23,1,11,1101,5470,7011,2203,1,0
771,1377,1,2022-06-28,1,16,1158,5072,7016,2204,1,0
772,1380,1,2025-03-17,1,6,1055,5536,7006,2207,1,0
773,1381,2,2023-01-08,1,28,1272,5277,7028,2209,1,0
774,1382,1,2023-11-18,1,5,1042,5300,7005,2211,1,0
775,1383,1,2024-09-07,1,28,1273,5249,7028,2213,1,0
776,1385,1,2026-08-28,1,4,1039,5442,7004,2216,1,0
777,1386,2,2023-08-07,1,18,1180,5155,7018,2218,1,0
778,1386,1,2023-10-20,1,18,1180,5155,7018,2217,1,0
779,1391,1,2022-09-11,1,26,1252,5330,7026,2225,1,0
780,1393,2,2022-11-24,1,13,1125,5379,7013,2228,1,0
781,1394,1,2026-04-10,1,13,1122,5153,7013,2230,1,0
782,1396,1,2026-08-20,1,16,1158,5150,7016,2232,1,0
783,1401,2,2026-08-06,1,23,1227,5287,7023,2239,1,0
784,1405,1,2024-01-08,1,5,1048,5204,7005,2245,1,0
785,1408,1,2023-06-24,1,31,1306,5594,7031,2248,1,0
786,1409,1,2022-03-13,1,13,1127,5346,7013,2249,1,0
787,1411,1,2026-06-21,1,5,1042,5300,7005,2252,1,0
788,1412,1,2023-06-24,1,26,1254,5288,7026,2253,1,0
789,1415,1,2023-10-17,1,5,1048,5568,7005,2258,1,0
790,1419,1,2026-07-06,1,5,1041,5311,7005,2265,1,0
791,1419,2,2026-05-16,1,5,1041,5311,7005,2264,1,0
792,1420,2,2025-07-06,1,26,1255,5008,7026,2266,1,0
793,1421,1,2023-02-12,1,10,1094,5069,7010,2267,1,0
794,1421,1,2023-04-14,1,10,1094,5069,7010,2268,1,0
795,1425,2,2022-08-22,1,8,1075,5154,7008,2277,1,0
796,1426,1,2024-01-31,1,14,1140,5079,7014,2278,1,0
797,1427,1,2026-03-21,1,23,1230,5197,7023,2280,1,0
798,1432,2,2022-07-31,1,26,1253,5411,7026,2289,1,0
799,1433,2,2025-03-27,1,7,1068,5174,7007,2290,1,0
800,1434,2,2022-08-18,1,28,1272,5522,7028,2291,1,0
801,1435,2,2024-04-03,1,14,1132,5265,7014,2293,1,0
802,1436,1,2023-09-29,1,22,1219,5054,7022,2294,1,0
803,1437,2,2025-12-30,1,24,1239,5446,7024,2296,1,0
804,1438,2,2025-05-19,1,11,1107,5503,7011,2297,1,0
805,1439,1,2024-03-02,1,8,1072,5073,7008,2298,1,0
806,1441,1,2023-07-22,1,14,1136,5316,7014,2301,1,0
807,1444,1,2022-10-04,1,19,1187,5313,7019,2307,1,0
808,1445,2,2024-11-04,1,22,1213,5052,7022,2309,1,0
809,1445,2,2024-12-23,1,22,1213,5052,7022,2310,1,0
810,1446,1,2024-06-19,1,5,1047,5527,7005,2311,1,0
811,1448,1,2025-06-04,1,10,1094,5038,7010,2314,1,0
812,1449,1,2026-10-07,1,25,1244,5211,7025,2315,1,0
813,1451,2,2023-03-11,1,4,1039,5513,7004,2318,1,0
814,1452,1,2025-06-28,1,22,1218,5103,7022,2320,1,0
815,1457,1,2024-01-27,1,21,1204,5318,7021,2327,1,0
816,1458,1,2026-06-04,1,9,1085,5283,7009,2330,1,0
817,1460,1,2024-11-25,1,3,1026,5093,7003,2332,1,0
818,1463,1,2025-01-28,1,13,1123,5142,7013,2336,1,0
819,1465,1,2024-09-23,1,27,1269,5387,7027,2339,1,0
820,1468,1,2022-05-12,1,22,1212,5204,7022,2342,1,0
821,1469,2,2022-12-23,1,5,1041,5496,7005,2343,1,0
822,1470,2,2026-03-29,1,18,1175,5251,7018,2347,1,0
823,1471,2,2025-05-17,1,13,1127,5346,7013,2348,1,0
824,1472,1,2022-05-13,1,27,1270,5468,7027,2351,1,0
825,1474,1,2026-04-24,1,26,1256,5351,7026,2354,1,0
826,1475,1,2022-04-20,1,1,1004,5263,7001,2355,1,0
827,1476,1,2025-06-13,1,11,1101,5589,7011,2356,1,0
828,1478,1,2025-03-03,1,3,1026,5026,7003,2358,1,0
829,1480,1,2022-12-20,1,13,1127,5346,7013,2361,1,0
830,1481,1,2025-05-19,1,4,1032,5167,7004,2362,1,0
831,1482,1,2026-06-21,1,5,1042,5300,7005,2363,1,0
832,1483,2,2023-02-10,1,5,1048,5372,7005,2364,1,0
833,1485,1,2023-03-06,1,5,1041,5311,7005,2366,1,0
834,1486,1,2022-02-07,1,21,1202,5421,7021,2369,1,0
835,1487,2,2024-07-20,1,13,1122,5153,7013,2370,1,0
836,1493,1,2026-06-05,1,30,1298,5340,7030,2382,1,0
837,1494,1,2025-03-05,1,30,1294,5252,7030,2383,1,0
838,1495,2,2023-09-23,1,2,1017,5296,7002,2384,1,0
839,1496,1,2022-09-12,1,5,1049,5561,7005,2385,1,0
840,1497,1,2024-02-17,1,22,1216,5554,7022,2386,1,0
